Code commune,Libellé de la commune,N.Pan.,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,D_elec_2020
59008,Aniche,5.0,LDVG,M,BARTOSZEK,Xavier,"ANICHE, Notre Ville - Dans le Coeur et dans l'Action",25.0,0.0,6.0,1403.0,20.76,49.18,1.0
59009,Villeneuve-d'Ascq,5.0,LDVG,M,CAUDRON,Gérard,Ensemble pour Villeneuve d'Ascq 2020,38.0,0.0,7.0,5517.0,14.03,51.09,1.0
59015,Arleux,2.0,LNC,M,VANDEVILLE,Bruno,POURSUIVRE ENSEMBLE,17.0,0.0,1.0,695.0,28.7,47.05,0.0
59017,Armentières,3.0,LUG,M,HAESEBROECK,Bernard,AIMER ARMENTIERES ET AGIR POUR L'HUMAIN,27.0,0.0,2.0,2728.0,15.85,51.84,1.0
59027,Aubry-du-Hainaut,2.0,LNC,M,ZINGRAFF,Raymond,"AUBRY, AUJOURD HUI... POUR DEMAIN",15.0,0.0,1.0,441.0,36.69,52.88,0.0
59035,Avesnelles,3.0,LNC,M,BADIDI,Antoine,Avesnelles au coeur,14.0,0.0,4.0,533.0,28.13,47.67,0.0
59043,Bailleul,2.0,LDIV,M,GAUTIER,Antony,"Bailleuloises, Bailleulois",25.0,0.0,9.0,2596.0,23.67,50.3,0.0
59052,Bauvin,3.0,LDVG,M,LEBARGY,Louis-Pascal,Bauvin Côté Coeur,23.0,0.0,1.0,1168.0,29.0,55.99,1.0
59068,Berlaimont,2.0,LNC,M,HANNECART,Michel,"POUR BERLAIMONT, ENSEMBLE CONTINUONS",16.0,0.0,1.0,452.0,19.22,39.96,0.0
59080,Beuvry-la-Forêt,1.0,LNC,M,BRIDAULT,Thierry,BEUVRY LA FORÊT VERT L'AVENIR CONTINUONS ENSEMBLE,18.0,0.0,1.0,705.0,31.25,50.83,0.0
59094,Bourbourg,2.0,LDIV,M,GENS,Eric,Bourbourg une passion commune,22.0,0.0,2.0,1234.0,25.33,51.01,0.0
59107,Bray-Dunes,3.0,LDVD,F,GILLOOTS,Christine,Bray-Dunes Pour Tous - Ecouter Pour Agir,18.0,0.0,1.0,726.0,17.93,32.59,0.0
59118,Busigny,3.0,LNC,M,MARECHALLE,Didier,"POUR VOUS, POUR BUSIGNY.",15.0,0.0,2.0,590.0,33.85,52.54,0.0
59132,Carnières,3.0,LNC,F,HOTTON,Sandrine,"CARNIERES, BOISTRANCOURT UN NOUVEL ÉLAN !",12.0,0.0,1.0,278.0,35.73,52.06,0.0
59152,Comines,1.0,LDVC,M,HOUSET,Alexis,Un souffle d'avenir pour Comines,24.0,0.0,1.0,1783.0,18.51,44.97,0.0
59153,Condé-sur-l'Escaut,3.0,LUDI,M,LELONG,Grégory,"CONDE 2020, ENSEMBLE CONTINUONS VERS UN BEL AVENIR",21.0,0.0,3.0,1103.0,18.04,44.44,0.0
59163,Croix,2.0,LDVD,M,CAUCHE,Régis,ENSEMBLE POUR L'AVENIR DE CROIX,27.0,0.0,3.0,2042.0,14.71,51.42,0.0
59178,Douai,4.0,LUG,M,CHEREAU,Frédéric,DOUAI au COEUR,28.0,0.0,14.0,3339.0,12.69,41.34,1.0
59179,Douchy-les-Mines,1.0,LCOM,M,VÉNIAT,Michel,DOUCHY AU COEUR AVEC PASSION,27.0,0.0,5.0,1560.0,22.02,58.49,1.0
59205,Escaudain,2.0,LCOM,M,SALIGOT,Bruno,"ENSEMBLE POUR AGIR, L'HUMAIN D'ABORD !",22.0,0.0,4.0,930.0,15.08,45.77,1.0
59227,Fenain,2.0,LDVG,F,DUPILET,Arlette,LA GAUCHE FENAINOISE,22.0,0.0,3.0,860.0,20.55,49.94,1.0
59228,Férin,1.0,LNC,M,PEDERENCINO,Michel,ENSEMBLE & AUTREMENT - FERIN,12.0,0.0,1.0,412.0,36.08,56.98,0.0
59231,Ferrière-la-Petite,2.0,LNC,M,PIETTE,Thomas,VIVRE FERRIERE,12.0,0.0,1.0,238.0,30.05,49.79,0.0
59247,Forest-sur-Marque,2.0,LNC,M,STROBBE,Bernard,PARTICIPER POUR FOREST DEMAIN,12.0,0.0,1.0,377.0,30.9,53.7,0.0
59253,Fresnes-sur-Escaut,1.0,LDVG,F,FORNIES,Valérie,TENONS LE CAP,22.0,0.0,2.0,950.0,19.33,49.89,1.0
59279,Halluin,3.0,LDVC,M,DESTAILLEUR,Jean-Christophe,"L'UNION, MON PARTI C'EST HALLUIN",26.0,0.0,2.0,2317.0,15.54,47.17,0.0
59291,Hautmont,3.0,LDVD,M,WILMOTTE,Stéphane,"ECOUTER, RASSEMBLER ET AGIR POUR HAUTMONT",26.0,0.0,6.0,1968.0,20.57,52.96,0.0
59295,Hazebrouck,1.0,LDVD,M,BELLEVAL,Valentin,J'AIME MA VILLE QUI VIT,25.0,0.0,12.0,3033.0,18.24,41.96,0.0
59316,Houplin-Ancoisne,2.0,LNC,F,GANTIEZ,Dominique,AVEC VOUS CHANGEONS DE CAP,17.0,0.0,1.0,685.0,25.23,47.08,0.0
59328,Lambersart,6.0,LDVC,M,BOUCHE,Nicolas,UN NOUVEAU SOUFFLE POUR LAMBERSART,28.0,0.0,2.0,4086.0,19.74,55.83,0.0
59336,Lécluse,2.0,LNC,F,DESCAMPS-VOTTIER,Nicole,CONTINUONS PLUS FORT POUR LECLUSE,12.0,0.0,1.0,355.0,36.71,51.37,0.0
59340,Leffrinckoucke,2.0,LDVC,M,RYCKEBUSCH,Olivier,Une Dynamique pour Leffrinckoucke,20.0,0.0,1.0,880.0,24.7,47.85,0.0
59350,Lille,7.0,LUG,F,AUBRY,Martine,"LILLE EN COMMUN, LILLE EN CONFIANCE",43.0,0.0,24.0,15389.0,12.37,40.0,1.0
59357,La Longueville,1.0,LNC,M,LATOUCHE,Stéphane,2020-2026 CONTINUONS TOUS ENSEMBLE,14.0,0.0,2.0,342.0,21.88,41.91,0.0
59382,Maretz,2.0,LNC,M,KEHL,Didier,L'ÉVEIL MARETZIEN,11.0,0.0,1.0,237.0,25.19,41.73,0.0
59383,Marly,4.0,LDVD,M,VERFAILLIE,Jean-Noël,UNE NOUVELLE ENERGIE POUR MARLY,26.0,0.0,4.0,2202.0,25.79,53.55,0.0
59390,Masny,2.0,LDVG,M,FONTAINE,Lionel,LISTE UNIS POUR MASNY,22.0,0.0,3.0,906.0,32.03,58.56,1.0
59392,Maubeuge,5.0,LDVD,M,DECAGNY,Arnaud,Ensemble pour l'Avenir de Maubeuge avec Arnaud DECAGNY,26.0,0.0,13.0,3523.0,18.51,47.82,0.0
59400,Merville,3.0,LDVD,M,DUYCK,Joël,Liste d'Action Démocratique et  Sociale,21.0,0.0,7.0,1416.0,19.19,42.48,0.0
59431,Nieppe,3.0,LDVD,M,LEMAIRE,Roger,Vivons Nieppe Ensemble,22.0,0.0,5.0,1104.0,17.64,49.51,0.0
59457,Pérenchies,2.0,LDVC,F,PROVO,Valérie,S'ENGAGER ENSEMBLE POUR PERENCHIES,21.0,0.0,1.0,1133.0,18.11,44.96,0.0
59459,Petite-Forêt,3.0,LDVG,F,GOMBERT,Sandrine,"PETITE-FORET ENCORE, PETITE-FORET TOUJOURS",20.0,0.0,2.0,678.0,18.26,41.14,1.0
59512,Roubaix,1.0,LUC,M,DELBAR,Guillaume,ROUBAIX AVENIR,42.0,0.0,10.0,5776.0,12.31,56.21,0.0
59514,Rousies,2.0,LDVG,F,SULECK,Josiane,"NOTRE PARTI, C'est ROUSIES",21.0,0.0,2.0,822.0,27.85,50.87,1.0
59520,Rumilly-en-Cambrésis,3.0,LNC,M,FICHAUX,Jean,AGIR AUTREMENT A RUMILLY-EN-CIS,12.0,0.0,1.0,365.0,32.76,50.84,0.0
59527,Saint-André-lez-Lille,4.0,LDVC,F,MASSE,Elisabeth,"AVEC ELISABETH MASSE, AGISSONS POUR UNE VILLE DURABLE",26.0,0.0,1.0,1698.0,20.12,57.89,0.0
59553,Santes,1.0,LDVC,M,BELABBES,Hiazid,"SANTES, AGIR ENSEMBLE -  LE SENS DE L'AVENIR",22.0,0.0,1.0,1324.0,27.93,50.32,0.0
59559,Sebourg,3.0,LNC,M,CELLIER,Bruno,SEBOURG PASSIONNEMENT,15.0,0.0,1.0,427.0,26.74,49.42,0.0
59560,Seclin,4.0,LDVC,M,CADART,François-Xavier,AVEC FRANCOIS XAVIER CADART,25.0,0.0,1.0,2264.0,26.41,52.86,0.0
59564,La Sentinelle,2.0,LNC,M,BLONDIAUX,Eric,LA SENTINELLE LA VILLE DES POSSIBLES,18.0,0.0,1.0,587.0,28.05,51.45,0.0
59574,Somain,4.0,LUG,M,QUENNESSON,Julien,LISTE DE FORCES DE GAUCHES ET DE PROGRES,25.0,0.0,7.0,1477.0,16.92,48.54,1.0
59601,Trélon,2.0,LNC,M,REGHEM,Thierry,ENSEMBLE POUR TRELON,19.0,0.0,4.0,588.0,30.48,62.49,0.0
59605,Uxem,2.0,LNC,M,DEFRANCE,Pierre,UXEM ENSEMBLE,11.0,0.0,2.0,333.0,30.08,45.18,0.0
59616,Vieux-Condé,1.0,LDVG,M,BUSTIN,David,Pour construire ensemble,25.0,0.0,3.0,1813.0,23.16,51.49,1.0
59626,Villers-Pol,2.0,LNC,M,YZANIC,Olivier,VALEURS ET PERSPECTIVES,12.0,0.0,1.0,291.0,32.15,48.18,0.0
59636,Wambrechies,3.0,LDVD,M,BROGNIART,Sébastien,W@MBRECHIES CE LIEN QUI NOUS UNIT,27.0,0.0,1.0,1817.0,21.89,61.22,0.0
59646,Wasquehal,5.0,LDVD,F,DUCRET,Stéphanie,Wasquehal pour tous,28.0,0.0,3.0,2862.0,18.61,56.33,0.0
59654,Waziers,2.0,LDVG,M,DESMONS,Laurent,VIA WAZIERS,23.0,0.0,2.0,1514.0,30.36,57.63,1.0
59659,Wignehies,2.0,LNC,M,BERTIN,Jean-Guy,ENSEMBLE CONSTRUISONS UNE NOUVELLE DYNAMIQUE POUR WIGNEHIES,18.0,0.0,4.0,545.0,26.05,50.46,0.0
60034,Avrechy,3.0,LNC,F,LEQUEN,Astride,ENSEMBLE POUR NOTRE COMMUNE,12.0,0.0,2.0,268.0,31.05,49.63,0.0
60044,Balagny-sur-Thérain,2.0,LNC,M,MARECHAL,Philippe,LES CITOYENS DE DEMAIN,15.0,0.0,2.0,329.0,26.55,47.2,0.0
60067,Béthisy-Saint-Martin,3.0,LNC,M,DRICOURT,Alain,BETHISY SAINT MARTIN CONTINUONS ENSEMBLE,11.0,0.0,1.0,189.0,25.68,37.8,0.0
60068,Béthisy-Saint-Pierre,3.0,LNC,M,LAVOISIER,Jean-Marie,BETHISY AVENIR,17.0,0.0,1.0,459.0,20.48,45.27,0.0
60155,Cires-lès-Mello,4.0,LDVD,M,GUERINET,Alain,UN NOUVEL HORIZON,20.0,0.0,3.0,419.0,17.55,41.49,0.0
60157,Clermont,3.0,LDVG,M,OLLIVIER,Lionel,CLERMONT TOUT SIMPLEMENT,26.0,0.0,9.0,1157.0,18.88,57.36,1.0
60175,Creil,6.0,LUG,M,VILLEMAIN,Jean-Claude,ENSEMBLE ALLONS PLUS LOIN,30.0,0.0,15.0,2997.0,18.66,51.4,1.0
60176,Crépy-en-Valois,1.0,LDVD,M,FORTIER,Bruno,A CREPY-EN-VALOIS NOTRE PARTI C'EST TOUJOURS VOUS,24.0,0.0,16.0,1509.0,13.96,43.34,0.0
60439,Mouy,2.0,LDVG,M,MAUGER,Philippe,MOUY UNE VILLE POUR TOUS,19.0,0.0,4.0,527.0,15.47,30.89,1.0
60463,Nogent-sur-Oise,1.0,LREM,M,DARDENNE,Jean-François,NOGENT NATURELLEMENT !,27.0,0.0,9.0,1810.0,16.67,49.48,0.0
60471,Noyon,1.0,LLR,F,DAUCHELLE,Sandrine,NOYON A L'UNISSON  MME DAUCHELLE Sandrine,23.0,0.0,19.0,1122.0,14.39,35.65,0.0
60500,Le Plessis-Belleville,1.0,LNC,M,SMAGUINE,Dominique,EN CONFIANCE UNIS POUR LE PLESSIS BELLEVILLE,18.0,0.0,3.0,616.0,25.27,53.29,0.0
60513,Précy-sur-Oise,2.0,LNC,M,ELOY,Philippe,POUR PRECY,19.0,0.0,2.0,552.0,22.09,56.5,0.0
60575,Sainte-Geneviève,1.0,LNC,M,VEREECKE,Daniel,UN NOUVEL ELAN POUR SAINTE GENEVIEVE,16.0,0.0,2.0,343.0,16.55,35.47,0.0
60612,Senlis,4.0,LDVD,F,LOISELEUR,Pascale,CONTINUONS ENSEMBLE,26.0,0.0,17.0,2079.0,19.91,54.61,0.0
60616,Sérifontaine,2.0,LNC,M,AUGER,Pascal,Collectif citoyen de Sérifontaine,17.0,0.0,4.0,383.0,18.6,39.9,0.0
60667,Verberie,1.0,LDVC,M,ARNOULD,Michel,VERBERIE CAP 2026,21.0,0.0,2.0,782.0,27.67,53.42,0.0
60678,Villeneuve-les-Sablons,2.0,LNC,M,NEVEU,Christian,L'AVENIR ENSEMBLE,12.0,0.0,1.0,297.0,33.07,52.01,0.0
60686,Villers-sous-Saint-Leu,3.0,LNC,M,LAFOREST,Guy,"GUY LAFOREST, une nouvelle dynamique",14.0,0.0,2.0,376.0,21.84,41.96,0.0
61001,Alençon,3.0,LDVG,M,PUEYO,Joaquim,ENSEMBLE ALENÇON 2020,26.0,0.0,20.0,2380.0,16.36,42.91,1.0
61006,Argentan,3.0,LUG,M,LEVEILLÉ,Frédéric,AGIR ENSEMBLE POUR ARGENTAN,25.0,0.0,19.0,1646.0,18.91,48.96,1.0
61168,La Ferté-Macé,2.0,LDVC,M,LEROYER,Michel,UN NOUVEL AVENIR FERTOIS,25.0,0.0,6.0,1077.0,28.54,51.31,0.0
61214,L'Aigle,1.0,LDVD,M,VAN-HOORNE,Philippe,ENSEMBLE POUR L'AIGLE,22.0,0.0,12.0,891.0,18.84,47.07,0.0
62004,Achicourt,3.0,LDVG,M,LEBLANC,Jean-Paul,Achicourt autrement,22.0,0.0,4.0,1185.0,19.73,48.27,1.0
62019,Aix-Noulette,4.0,LSOC,M,LEFEBVRE,Alain,DEMAIN AIX-NOULETTE,21.0,0.0,2.0,854.0,29.35,54.19,1.0
62033,Annay,3.0,LDVG,M,TERLAT,Yves,L'UNION ANNAYSIENNE/ANNAY SOUS LENS LA VILLE QU'ON AIME POUR VIVRE ENSEMBLE,21.0,0.0,2.0,899.0,28.21,54.16,1.0
62035,Annezin,1.0,LDIV,M,DEBAS,Grégory,Annezin fidèle,22.0,0.0,2.0,935.0,21.36,50.38,0.0
62063,Avesnes-le-Comte,3.0,LNC,M,BERTOUT,Sébastien,"Ensemble, agissons autrement pour Avesnes",15.0,0.0,5.0,441.0,29.07,51.22,0.0
62173,Brebières,2.0,LDVD,M,DAVID,Lionel,Lionel DAVID - un maire pour votre avenir - une équipe à votre service !,21.0,0.0,6.0,791.0,19.83,40.34,0.0
62178,Bruay-la-Buissière,3.0,LRN,M,PAJOT,Ludovic,Un nouvel élan pour Bruay-la-Buissière,27.0,0.0,8.0,3400.0,21.93,51.99,0.0
62205,Campagne-lès-Wardrecques,2.0,LNC,M,AGEORGES,Benoît,Pour l'avenir de Campagne les Wardrecques,11.0,0.0,1.0,279.0,26.83,43.66,0.0
62233,Conchil-le-Temple,1.0,LNC,M,DUBOIS,Daniel,Generations conchil,12.0,0.0,1.0,360.0,36.4,55.56,0.0
62244,Coulogne,1.0,LDVD,F,MUYS,Isabelle,"Coulogne, un nouvel él@n",22.0,0.0,3.0,1063.0,23.39,50.64,0.0
62249,Courcelles-lès-Lens,2.0,LDVG,F,BLEUZET-CARLIER,Édith,"UNE EQUIPE, DES PROJETS ET L'ENERGIE POUR LES REALISER",22.0,0.0,3.0,1027.0,21.71,49.73,1.0
62274,Dourges,4.0,LDVC,M,FRANCONVILLE,Tony,ALLIANCE CITOYENNE VOUS AVANT TOUT,21.0,0.0,2.0,923.0,21.06,44.98,0.0
62276,Douvrin,3.0,LDIV,M,DUPONT,Jean-Michel,"Douvrin - Notre ville, votre avenir",23.0,0.0,2.0,1057.0,24.92,59.72,0.0
62309,Esquerdes,1.0,LNC,M,OBERT,Olivier,Esquerdes 20.20,14.0,0.0,2.0,317.0,26.75,43.78,0.0
62321,Evin-Malmaison,1.0,LDVG,F,PETIT,Valérie,"AVEC VOUS,  ALLONS PLUS LOIN !",21.0,0.0,2.0,789.0,23.11,50.84,1.0
62330,Festubert,1.0,LNC,M,DOUVRY,Jean-Marie,Festubert 2020 avec vous pour un nouvel élan,12.0,0.0,1.0,322.0,30.43,53.4,0.0
62331,Feuchy,2.0,LNC,M,POTEZ,Roger,Allons plus loin avec vous,12.0,0.0,1.0,303.0,37.55,58.95,0.0
62361,Frévent,3.0,LDVC,M,THERET,Jean-François,L'avenir s'écrit sur le terrain,20.0,0.0,7.0,686.0,28.31,44.69,0.0
62383,Gouy-sous-Bellonne,1.0,LNC,M,HERMANT,Jean-Marie,Gouy ensemble,11.0,0.0,2.0,289.0,25.94,41.76,0.0
62447,Hesdin,4.0,LNC,M,DEMONCHEAUX,Matthieu,Fiers d'Hesdin,17.0,0.0,5.0,621.0,40.25,77.63,0.0
62457,Houdain,3.0,LDVG,F,LEVENT-RUCKEBUSCH,Isabelle,Pour Houdain continuons ensemble,21.0,0.0,2.0,1136.0,21.33,44.46,1.0
62486,Lambres,3.0,LNC,M,PREVOST,Denis,Un nouveau souffle pour Lambres et Trézennes,12.0,0.0,1.0,237.0,29.26,47.88,0.0
62489,Lapugnoy,1.0,LNC,M,DELANNOY,Alain,Continuons ensemble pour l'avenir de Lapugnoy,18.0,0.0,1.0,630.0,22.25,49.76,0.0
62516,Lillers,1.0,LDVG,F,DUBOIS,Carole,Lillers en commun,22.0,0.0,3.0,1300.0,20.74,46.73,1.0
62532,Lozinghem,3.0,LNC,F,DELANNOY,Marie-Josèphe,Lozinghem on aime,11.0,0.0,1.0,259.0,27.15,45.28,0.0
62555,Marles-les-Mines,2.0,LDVG,M,EDOUARD,Eric,"Notre parti, c'est Marles!",22.0,0.0,2.0,928.0,23.67,47.37,1.0
62557,Maroeuil,1.0,LNC,M,TRUFFIER,Jean-Marie,Ensemble pour Maroeuil,15.0,0.0,1.0,485.0,22.36,46.46,0.0
62573,Meurchin,1.0,LDVG,M,ALLOÏ,Frédéric,GROUPE LARGE UNION EXPERIENCE ET RENOUVEAU,20.0,0.0,2.0,518.0,17.81,43.94,1.0
62637,Oignies,2.0,LDVG,F,DUPUIS-MERLEVEDE,Fabienne,UNIS POUR OIGNIES,24.0,0.0,4.0,1507.0,21.03,62.4,1.0
62735,Sailly-Labourse,3.0,LNC,M,HENNEBELLE,Dominique,Sailly-Labourse vers un autre avenir,15.0,0.0,1.0,485.0,28.89,54.56,0.0
62756,Sainte-Marie-Kerque,2.0,LNC,F,DUYTSCHE,Carole,Ensemble bâtissons l'avenir,14.0,0.0,2.0,314.0,26.43,42.43,0.0
62758,Saint-Martin-Boulogne,3.0,LDVG,M,JULES,Raphaël,Ensemble engageons Saint Martin vers demain,25.0,0.0,4.0,1864.0,21.19,44.87,1.0
62810,Thélus,1.0,LNC,M,MILLEVILLE,Bernard,Avec Vous Thélus,12.0,0.0,1.0,372.0,35.33,52.54,0.0
62826,Le Touquet-Paris-Plage,4.0,LDVD,M,FASQUELLE,Daniel,Poursuivons ensemble le renouveau du Touquet Paris-Plage,21.0,0.0,3.0,1730.0,33.04,51.05,0.0
62827,Tournehem-sur-la-Hem,1.0,LNC,M,VASSEUR,Jean Paul,Unis pour un Tournehem dynamique,11.0,0.0,1.0,332.0,29.75,45.54,0.0
62841,Vendin-lès-Béthune,2.0,LNC,F,MEYFROIDT,Sylvie,Vendin horizon 2026 - Ensemble vers une nouvelle ère,15.0,0.0,1.0,563.0,27.4,55.74,0.0
62861,Vimy,1.0,LDVD,M,SPRIMONT,Christian,VIMY AVEC VOUS,20.0,0.0,2.0,787.0,23.71,41.03,0.0
62893,Wimereux,2.0,LDIV,M,DUBAELE,Jean-Luc,Unis pour Wimereux,22.0,0.0,2.0,1441.0,23.88,45.43,0.0
62895,Wingles,2.0,LDVG,M,MESSENT,Sébastien,LE RENOUVEAU WINGLOIS,24.0,0.0,3.0,1434.0,23.16,57.75,1.0
63003,Ambert,3.0,LDVD,M,GORBINET,Guy,POUR AMBERT EN LIVRADOIS FOREZ,21.0,0.0,12.0,876.0,17.76,40.18,0.0
63014,Aubière,1.0,LDVD,M,CASILDAS,Sylvain,Ensemble pour bien vivre à Aubière,25.0,0.0,2.0,1524.0,23.45,47.57,0.0
63032,Beaumont,4.0,LDVC,M,CUZIN,Jean-Paul,BEAUMONT DEMAIN AVEC VOUS,24.0,0.0,2.0,1345.0,17.35,41.37,0.0
63047,La Bourboule,2.0,LNC,M,CONSTANTIN,François,AVEC LES BOURBOULIENS,15.0,0.0,5.0,512.0,34.29,50.34,0.0
63050,Brassac-les-Mines,2.0,LNC,M,BESSEYRE,Fabien,UNE NOUVELLE ERE POUR BRASSAC LES MINES,17.0,0.0,4.0,530.0,21.29,43.95,0.0
63070,Ceyrat,1.0,LDVC,F,PICARD,Anne Marie,ENSEMBLE pour CEYRAT BOISSEJOUR 2020,24.0,0.0,2.0,1434.0,28.36,62.08,0.0
63075,Chamalières,1.0,LUD,M,GISCARD D'ESTAING,Louis,CHAMALIÈRES AU COEUR,25.0,0.0,4.0,2505.0,19.89,48.38,0.0
63113,Clermont-Ferrand,3.0,LUG,M,BIANCHI,Olivier,NATURELLEMENT CLERMONT,41.0,0.0,28.0,10254.0,14.23,48.42,1.0
63125,Courpière,1.0,LUG,F,SAMSON,Christiane,COURPIERE DYNAMIQUE,20.0,0.0,5.0,763.0,23.6,47.27,1.0
63132,Cunlhat,3.0,LNC,F,FACY,Chantal,En Avant Pour Cunlhat,11.0,0.0,2.0,226.0,24.46,38.97,0.0
63226,Mur-sur-Allier,2.0,LNC,M,DELAUGERRE,Jean,UNE NOUVELLE EQUIPE POUR UNE NOUVELLE COMMUNE,21.0,0.0,6.0,721.0,26.6,55.38,0.0
63236,Mont-Dore,3.0,LNC,M,DUBOURG,Sébastien,"MONT-DORE, OSEZ L'AVENIR !",12.0,0.0,4.0,413.0,37.07,56.89,0.0
63284,Pont-du-Château,1.0,LDVG,M,PERRIN,Patrick,"Avec Passion, avec Raison - Pont-du-Château 2020: avançons ensemble!",23.0,0.0,2.0,1198.0,14.29,38.01,1.0
63300,Riom,1.0,LDVD,M,PECOUL,Pierre,RASSEMBLES POUR RIOM,25.0,0.0,14.0,2853.0,23.52,50.59,0.0
63430,Thiers,5.0,LDVG,M,RODIER,Stéphane,GENERATION THIERS,24.0,0.0,13.0,1468.0,18.33,43.39,1.0
63470,Volvic,2.0,LDVC,M,THEVENOT,Laurent,VIVONS VOLVIC,19.0,0.0,3.0,715.0,19.91,37.22,0.0
64057,Arthez-de-Béarn,3.0,LNC,M,ESCOUTELOUP,Jean-Pierre,"ARTHEZ A DU TALENT, REVEILLONS-LE !",15.0,0.0,2.0,551.0,36.78,51.64,0.0
64065,Ascain,2.0,LDVD,M,FOURNIER,Jean-Louis,DENEN GEROA,19.0,0.0,1.0,830.0,22.57,37.15,0.0
64102,Bayonne,4.0,LDVC,M,ETCHEGARAY,Jean-René,"BAYONNE, TOUJOURS UN TEMPS D'AVANCE",35.0,0.0,17.0,7252.0,22.55,53.81,0.0
64122,Biarritz,5.0,LUD,F,AROSTEGUY,Maider,"POUR BIARRITZ, POUR VOUS",27.0,0.0,9.0,5069.0,22.52,50.22,0.0
64123,Bidache,3.0,LNC,M,LASSERRE,Jean-François,ENSEMBLE POUR BIDACHE,12.0,0.0,1.0,362.0,34.15,52.92,0.0
64140,Boucau,1.0,LDVG,M,GONZALEZ,Francis,BOUCAU CONVIVIAL ET DEVELOPPEMENT DURABLE 2020,22.0,0.0,2.0,1359.0,23.34,51.03,1.0
64189,Ciboure,4.0,LREG,M,ALDANA-DOUAT,Eneko,ZIBURU BIZI 2020,24.0,0.0,2.0,1904.0,32.41,57.13,0.0
64260,Hendaye,3.0,LDVG,M,ECENARRO,Kotte,HENDAYE AVEC VOUS,26.0,0.0,6.0,2387.0,24.98,55.1,1.0
64279,Itxassou,1.0,LNC,M,HIRIBARREN,Michel,Herriari,14.0,0.0,1.0,519.0,29.21,42.23,0.0
64335,Lescar,2.0,LDVG,F,REVEL,Valérie,LESCAR POUR VOUS ! CONTINUONS ENSEMBLE,23.0,0.0,4.0,1946.0,26.33,51.6,1.0
64371,Mauléon-Licharre,2.0,LNC,M,LABADOT,Louis,Liste d'Union Citoyenne,17.0,0.0,1.0,748.0,32.34,40.35,0.0
64422,Oloron-Sainte-Marie,2.0,LDVG,M,UTHURRY,Bernard,Oloron en commun,24.0,0.0,16.0,2040.0,25.79,43.42,1.0
64445,Pau,3.0,LDVC,M,BAYROU,François,NOUS AIMONS PAU,38.0,0.0,29.0,9388.0,20.44,55.47,0.0
64495,Saint-Pée-sur-Nivelle,1.0,LDIV,M,IDIART,Dominique,ENSEMBLE POUR ST PEE / ELGARREKIN SENPERERENTZAT,22.0,0.0,2.0,1674.0,32.7,51.3,0.0
64499,Salies-de-Béarn,1.0,LDIV,M,CABANNE,Thierry,TOUS POUR SALIES,20.0,0.0,12.0,1002.0,26.88,45.11,0.0
64540,Urcuit,1.0,LNC,M,DARRICARRERE,Raymond,Urcuit : Notre seule motivation,14.0,0.0,1.0,534.0,26.28,45.76,0.0
64545,Urrugne,2.0,LREG,M,ARAMENDI,Philippe,ENSEMBLE FAISONS REVIVRE URRUGNE - ELGARREKIN URRUNA BERPIZTU,25.0,0.0,3.0,2175.0,27.35,45.91,0.0
64547,Ustaritz,4.0,LDIV,M,CARRERE,Bruno,Uztaritze Bai,22.0,0.0,2.0,1399.0,26.86,51.21,0.0
65025,Argelès-Gazost,3.0,LDIV,F,VALLIN,Gaëlle,AGIR Argelès-Gazost Impulser Réaliser,18.0,0.0,8.0,727.0,29.01,50.95,0.0
65059,Bagnères-de-Bigorre,2.0,LDVC,M,CAZABAT,Claude,Partageons une passion : Bagnères-de-Bigorre !,21.0,0.0,13.0,1234.0,20.68,45.17,0.0
65123,Campan,2.0,LNC,M,PUJO-MENJOUET,Alexandre,avenir de campan,12.0,0.0,2.0,492.0,34.87,51.25,0.0
65286,Lourdes,7.0,LDIV,M,LAVIT,Thierry,"LOURDES, PLUS QU'UNE VILLE",27.0,0.0,7.0,3078.0,30.3,59.78,0.0
65344,Ossun,3.0,LNC,M,BORDENAVE,Francis,ossun village d'avenir,15.0,0.0,1.0,597.0,32.43,50.42,0.0
65440,Tarbes,3.0,LDVD,M,TRÉMÈGE,Gérard,tarbes horizon 2030,33.0,0.0,21.0,4663.0,17.52,52.79,0.0
65460,Vic-en-Bigorre,1.0,LDVD,M,MENET,Clément,"ensemble, continuons pour Vic!",22.0,0.0,12.0,1043.0,28.8,60.71,0.0
66003,Amélie-les-Bains-Palalda,3.0,LNC,F,COSTA,Marie,AMÉLIE SOURCE D'AVENIR,18.0,0.0,9.0,1022.0,32.81,53.93,0.0
66011,Bages,1.0,LDIV,F,CABRERA,Marie,BAGES S'ENGAGE,22.0,0.0,2.0,999.0,29.18,57.18,0.0
66024,Le Boulou,3.0,LDVG,M,COMES,François,"LE BOULOU, NOTRE VILLE, VOTRE AVENIR",22.0,0.0,7.0,1021.0,23.16,44.47,1.0
66048,Cerbère,3.0,LNC,M,GRAU,Christian,CERBERE UN NOUVEAU CAP,13.0,0.0,2.0,489.0,47.16,62.53,0.0
66049,Céret,2.0,LDVG,M,COSTE,Michel,CERET AUTREMENT,23.0,0.0,10.0,2020.0,30.33,56.77,1.0
