Code commune,Libellé de la commune,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,Ordre_candidat,D_elec_2020
60157,Clermont,LSOC,M,OLLIVIER,Lionel,"Clermont 2014, Ensemble avec audace et sincérité",26,0.0,9.0,1943.0,29.72,55.06,1,1.0
60175,Creil,LSOC,M,VILLEMAIN,Jean-Claude,CREIL UNE AMBITION PARTAGEE,28,0.0,13.0,3492.0,22.21,40.02,1,1.0
60176,Crépy-en-Valois,LDIV,M,FORTIER,Bruno,A CREPY EN VALOIS NOTRE PARTI C'EST VOUS,23,0.0,6.0,2453.0,23.22,37.44,2,0.0
60181,Crisolles,LDIV,M,DELANEF,Gérard,Ensemble Réanimons Crisolles,12,0.0,2.0,235.0,32.28,44.59,1,0.0
60338,Lacroix-Saint-Ouen,LDVD,M,DESESSART,Jean,LA CROIX SAINT OUEN notre VILLE,21,0.0,2.0,1127.0,33.5,50.47,3,0.0
60342,Laigneville,LDIV,M,DIETRICH,Christophe,BIEN VIVRE A LAIGNEVILLE,22,0.0,5.0,1144.0,38.89,58.07,2,0.0
60346,Lamorlaye,LDVD,F,LADURELLE,Nicole,Lamorlaye Forte et Sereine,21,0.0,4.0,1654.0,24.03,41.96,4,0.0
60395,Méru,LDVD,F,RAVIER,Nathalie,LISTE TOUS UNIS POUR MERU,27,0.0,8.0,2546.0,34.33,63.38,2,0.0
60439,Mouy,LSOC,F,DELAFONTAINE,Anne-Claire,Pour Mouy : Une Ambition Partagée,20,0.0,4.0,801.0,21.95,36.56,2,1.0
60446,Nanteuil-le-Haudouin,LUMP,M,SELLIER,Gilles,NOUS UNIR POUR L'AVENIR,18,0.0,3.0,935.0,36.94,56.84,2,0.0
60462,Noailles,LDIV,M,BIBERON,Benoît,UNIS POUR NOAILLES - REUSSIR ENSEMBLE,17,0.0,2.0,581.0,27.71,46.04,1,0.0
60471,Noyon,LSOC,M,DEGUISE,Patrick,NOYON EN MOUVEMENT AVEC PATRICK DEGUISE,24,0.0,16.0,2006.0,25.83,42.38,1,1.0
60500,Le Plessis-Belleville,LDIV,M,SMAGUINE,Dominique,ENSEMBLE POUR LE PLESSIS BELLEVILLE,17,0.0,3.0,574.0,23.71,42.02,3,0.0
60509,Pont-Sainte-Maxence,LUMP,M,DUMONTIER,Arnaud,PSM 2014,23,0.0,9.0,1828.0,23.54,39.19,2,0.0
60524,Rantigny,LDIV,M,DELION,Dominique,AGIR POUR RANTIGNY,16,0.0,3.0,344.0,22.04,32.06,2,0.0
60575,Sainte-Geneviève,LDVD,F,VANBERSEL,Jacqueline,UNE EQUIPE FORTE POUR AGIR ENSEMBLE,18,0.0,2.0,589.0,29.41,48.2,3,0.0
60612,Senlis,LDVD,F,LOISELEUR,Pascale,Senlis alternative,25,0.0,11.0,3240.0,29.96,51.88,3,0.0
60678,Villeneuve-les-Sablons,LDIV,M,NEVEU,Christian,PLUS LOIN ENSEMBLE,11,0.0,2.0,288.0,34.33,44.93,2,0.0
61001,Alençon,LUG,M,PUEYO,Joaquim,"Ensemble, continuons Alençon. Ville Avenir !",27,0.0,23.0,4515.0,28.05,50.48,1,1.0
61145,Domfront,LDVD,M,SOUL,Bernard,UN NOUVEL HORIZON POUR DOMFRONT,24,0.0,7.0,1181.0,39.86,75.56,2,0.0
61230,Longny-au-Perche,LDIV,M,GRUDE,André,LONGNY AUTRE AVENIR,11,0.0,4.0,286.0,27.13,40.28,2,0.0
61508,Vimoutiers,LDVD,M,ROMAIN,Guy,VIVRE ENSEMBLE À VIMOUTIERS,21,0.0,15.0,872.0,33.44,50.82,3,0.0
62013,Agny,LDVG,M,THUILOT,Didier,AGIR ENSEMBLE POUR LE VILLAGE QU'ON AIME,15,0.0,1.0,531.0,31.24,49.35,2,1.0
62023,Allouagne,LDIV,M,HENNEBELLE,André,BIEN VIVRE À ALLOUAGNE,18,0.0,2.0,935.0,36.7,49.6,3,0.0
62031,Andres,LDVD,M,LANGLET,Ludovic,"ANDRES, UN NOUVEL ELAN",14,0.0,2.0,411.0,36.5,45.82,3,0.0
62033,Annay,LDVG,M,TERLAT,Yves,L'UNION ANNAYSIENNE,21,0.0,2.0,1213.0,40.05,56.55,1,1.0
62040,Arques,LDVD,F,SAUDEMONT,Caroline,UN NOUVEAU SOUFFLE POUR ARQUES,23,0.0,8.0,2646.0,36.77,58.35,2,0.0
62063,Avesnes-le-Comte,LDVG,M,DECOIN,Albert,AGIR ENSEMBLE POUR SERVIR AVESNES,13,0.0,4.0,425.0,28.2,37.85,1,1.0
62073,Bailleul-Sir-Berthoult,LDVD,M,ZIOLKOWSKI,Michel,Génération Bailleul,11,0.0,1.0,391.0,39.38,46.66,3,0.0
62108,Berck,LUMP,M,COUSEIN,Bruno,ENSEMBLE POUR BERCK,27,0.0,14.0,4002.0,36.91,57.62,4,0.0
62119,Béthune,LUD,M,GACQUERRE,Olivier,"ENSEMBLE, POUR VOUS !",24,0.0,10.0,3658.0,20.65,33.6,3,0.0
62133,Billy-Montigny,LUG,M,TRONI,Bruno,UNE EQUIPE EXPERIMENTEE AU SERVICE DES CITOYENS,22,0.0,2.0,1795.0,32.0,48.96,1,1.0
62139,Blendecques,LDVG,M,BEN AMOR,Rachid,"Ensemble pour réussir, Blendecques notre ville",22,0.0,4.0,1376.0,33.92,52.28,1,1.0
62160,Boulogne-sur-Mer,LUG,M,CUVILLIER,Frédéric,J'AIME BOULOGNE AVEC FREDERIC CUVILLIER,34,0.0,17.0,7821.0,29.98,54.8,1,1.0
62178,Bruay-la-Buissière,LSOC,M,WACHEUX,Alain,"Bruay-La-Buissière, la ville que nous aimons.",26,0.0,10.0,4016.0,25.11,48.54,1,1.0
62181,Bucquoy,LDVD,M,COLLE,Pierre,AGIR ENSEMBLE POUR BUCQUOY-ESSARTS,15,0.0,4.0,400.0,38.2,49.81,3,0.0
62193,Calais,LUD,F,BOUCHART,Natacha,CALAIS SE RELEVE,38,0.0,19.0,15760.0,30.3,52.12,2,0.0
62205,Campagne-lès-Wardrecques,LDVD,M,THOREL,Gilles,ENSEMBLE POUR L'AVENIR DE CAMPAGNE,12,0.0,1.0,421.0,42.96,57.83,2,0.0
62215,Carvin,LUG,M,KEMEL,Philippe,"POUR L'AVENIR, ENSEMBLE CONTINUONS CARVIN",25,0.0,9.0,3734.0,29.54,49.11,2,1.0
62244,Coulogne,LSOC,M,FAUQUET,Alain,AGIR ENSEMBLE POUR COULOGNE,22,0.0,6.0,1505.0,31.89,49.57,2,1.0
62249,Courcelles-lès-Lens,LDVG,M,GRAF,Jean-François,AGIR et REUSSIR ENSEMBLE,21,0.0,2.0,1064.0,25.05,39.36,2,1.0
62265,Delettes,LDVD,M,MASSEZ,Alain,"A votre écoute, agissons pour Delettes",12,0.0,2.0,376.0,42.29,50.74,3,0.0
62274,Dourges,LDVG,M,DEFRANCQ,Patrick,INITIATIVE COMMUNE,23,0.0,2.0,1523.0,36.88,54.51,1,1.0
62276,Douvrin,LDVG,M,DUPONT,Jean-Michel,DOUVRIN RETROUVEE-LE RASSEMBLEMENT,20,0.0,2.0,984.0,23.78,35.06,1,1.0
62318,Etaples,LDVD,M,FAIT,Philippe,REUSSIR ENSEMBLE ETAPLES-SUR-MER DE DEMAIN,23,0.0,6.0,1983.0,24.21,37.04,3,0.0
62321,Evin-Malmaison,LSOC,M,GOCZKOWSKI,Daniel,UNE AUTRE AMBITION POUR EVIN MALMAISON,19,0.0,2.0,812.0,24.82,39.19,2,1.0
62323,Fampoux,LDVG,M,COULON,Géry,FAMPOUX A VENIR,12,0.0,1.0,386.0,42.7,50.39,1,1.0
62377,Gosnay,LDIV,F,SOUILLIART,Virginie,GOSNAY AUTREMENT,11,0.0,1.0,257.0,33.2,42.69,3,0.0
62393,Guemps,LDVD,M,COUSIN,Charles,Bien vivre ensemble à GUEMPS,11,0.0,2.0,222.0,28.32,35.86,3,0.0
62397,Guînes,LDVG,M,MEDINE,Marc,TOUS ENSEMBLE POUR GUINES,22,0.0,9.0,1276.0,33.82,49.94,1,1.0
62400,Haillicourt,LSOC,M,FOUCAULT,Gérard,CONTINUONS NOTRE VILLE DEMAIN AVEC GERARD FOUCAULT,21,0.0,2.0,1115.0,30.44,50.7,1,1.0
62401,Haisnes,LUG,M,WALLET,Frédéric,Ensemble pour Haisnes aujourd'hui et demain.,21,0.0,2.0,1131.0,33.49,51.71,1,1.0
62403,Hallines,LDVD,M,PREVOST,Michel,HALLINES ENSEMBLE,12,0.0,1.0,366.0,36.31,49.06,3,0.0
62413,Harnes,LSOC,M,DUQUESNOY,Philippe,"HARNES, UN AVENIR DURABLE",25,0.0,3.0,2631.0,29.38,46.43,2,1.0
62447,Hesdin,LDVD,M,SIECZKOWSKI-SAMIER,Stéphane,HESDIN AUTREMENT,14,0.0,6.0,537.0,32.82,48.42,3,0.0
62457,Houdain,LSOC,F,LEVENT-RUCKEBUSCH,Isabelle,réussir houdain ensemble,21,0.0,3.0,1321.0,23.71,40.67,2,1.0
62473,Isbergues,LDVG,M,NAPIERAJ,Jacques,Liste de rassemblement de la Gauche,21,0.0,12.0,1861.0,25.24,44.9,2,1.0
62479,Labeuvrière,LDVG,M,LEROY,Michel,A L'ECOUTE DE NOTRE VILLAGE,15,0.0,1.0,474.0,36.97,50.97,2,1.0
62498,Lens,LUG,M,ROBERT,Sylvain,RASSEMBLEMENT DE TOUTE LA GAUCHE POUR L'AVENIR DE LENS,28,0.0,8.0,5314.0,22.46,42.02,1,1.0
62516,Lillers,LDVG,M,BAROIS,Pascal,LILLERS EN POSITIF,25,0.0,10.0,1913.0,28.73,43.45,2,1.0
62524,Longfossé,LSOC,M,PRUVOST,Jean-Claude,POUR LONGFOSSE,11,0.0,2.0,363.0,33.77,43.27,1,1.0
62548,Marck,LUD,M,DUMONT,Pierre-Henri,"ENSEMBLE, CHANGEONS MARCK !",21,0.0,7.0,2175.0,28.1,42.09,3,0.0
62563,Mazingarbe,LDVG,M,URBANIAK,Bernard,MAZINGARBE DEMAIN,20,0.0,2.0,1215.0,22.35,35.37,2,1.0
62587,Montigny-en-Gohelle,LSOC,M,YARD,Bruno,UN NOUVEAU SOUFFLE ET L'HUMAIN D'ABORD AVEC BRUNO YARD,24,0.0,4.0,1733.0,26.32,42.07,1,1.0
62588,Montreuil,LDVD,M,BAREGE,Charles,"Montreuil, un cap, une équipe",15,0.0,6.0,637.0,38.47,50.88,1,0.0
62617,Noeux-les-Mines,LSOC,M,MARCELLAK,Serge,TOUS ENSEMBLE POUR MIEUX VIVRE A NOEUX,26,0.0,5.0,2498.0,28.85,53.84,1,1.0
62620,Norrent-Fontes,LDIV,M,COCQ,Bertrand,Ensemble pour Norrent-Fontes,11,0.0,2.0,425.0,36.86,45.07,2,0.0
62621,Nortkerque,LDVD,M,MELCHIOR,Frédéric,"AVEC VOUS, CONSTRUISONS L'AVENIR",14,0.0,2.0,401.0,36.82,46.14,2,0.0
62643,Outreau,LUG,F,GUILBERT,Thérèse,ENSEMBLE POUR OUTREAU,25,0.0,6.0,3067.0,28.18,48.41,2,1.0
62666,Pont-à-Vendin,LDVG,M,OGIEZ,Bernard,VIVRE ENSEMBLE ET AUTREMENT,18,0.0,1.0,737.0,31.23,51.47,2,1.0
62688,Rang-du-Fliers,LDVG,M,COIN,Claude,RANG DU FLIERS PASSIONNEMENT,20,0.0,5.0,966.0,28.46,42.22,1,1.0
62705,Rety,LDVG,M,BERNARD,Patrick,AVEC VOUS POUR VOTRE AVENIR,14,0.0,3.0,535.0,37.08,45.49,1,1.0
62737,Sains-en-Gohelle,LDVG,M,DUBREUCQ,Alain,UNION CITOYENNE SAINSOISE EN ACTION POUR L'AVENIR,22,0.0,2.0,1363.0,27.45,46.0,2,1.0
62764,Saint-Nicolas,LDIV,M,CAYET,Alain,AGIR POUR SAINT-NICOLAS AVEC VOUS,21,0.0,2.0,1230.0,35.68,54.81,2,0.0
62765,Saint-Omer,LUD,M,DECOSTER,François,"SAINT-OMER, AUTREMENT !",25,0.0,12.0,2776.0,29.64,47.09,2,0.0
62767,Saint-Pol-sur-Ternoise,LDVG,M,LOUF,Maurice,DEMAIN ENSEMBLE POUR SAINT POL,23,0.0,14.0,1241.0,35.16,57.22,1,1.0
62827,Tournehem-sur-la-Hem,LDVG,M,HIRAUT,Jean-Claude,ensemble dans l'intérêt commun de notre village,12,0.0,1.0,397.0,37.63,51.29,1,1.0
62839,Vaulx-Vraucourt,LDVD,M,HÉMAR,Christiaen,AGIR POUR VAULX VRAUCOURT,11,0.0,2.0,247.0,31.95,40.36,3,0.0
62841,Vendin-lès-Béthune,LSOC,M,COURTOIS,Jean-Marie,Ensemble poursuivons notre élan,16,0.0,1.0,815.0,38.33,61.7,1,1.0
62846,Vermelles,LDVG,M,DE CARRION,Alain,Vermelles autrement,20,0.0,2.0,1010.0,30.35,45.29,1,1.0
62861,Vimy,LDIV,M,LARIVIERE,Jacques,VIMY AVENIR,21,0.0,2.0,1208.0,34.73,50.59,1,0.0
62893,Wimereux,LDVD,M,RUELLE,Francis,POUR WIMEREUX CONTINUONS,21,0.0,2.0,1595.0,27.28,44.9,3,0.0
62895,Wingles,LSOC,F,LOUP-ROUZÉ,Maryse,OSONS WINGLES AUTREMENT JE M'ENGAGE POUR LA VILLE QUE J'AIME,21,0.0,2.0,1558.0,24.93,41.25,1,1.0
62899,Wissant,LDVD,M,BRACQ,Bernard,CONTINUONS ENSEMBLE LE CHEMIN,11,0.0,2.0,369.0,35.01,41.98,2,0.0
63003,Ambert,LDVD,F,FOUGERE,Myriam,POUR AMBERT 2014,22,0.0,9.0,1560.0,30.9,43.99,4,0.0
63014,Aubière,LUG,M,SINSARD,Christian,"AUBIERE, UN BILAN, UN PROJET, UNE EQUIPE",21,0.0,2.0,1757.0,27.06,43.43,1,1.0
63026,Aydat,LDVD,M,LEPETIT,Roger,aydat ensemble,15,0.0,5.0,629.0,33.4,46.45,3,0.0
63050,Brassac-les-Mines,LDVD,M,CROZE,Yves-Serge,REAGIR POUR BRASSAC,17,0.0,7.0,791.0,31.14,47.08,3,0.0
63113,Clermont-Ferrand,LUG,M,BIANCHI,Olivier,REINVENTONS CLERMONT-FERRAND,41,0.0,29.0,18382.0,25.13,47.83,1,1.0
63132,Cunlhat,LUG,M,FARGETTE,Frédéric,EN AVANT POUR CUNLHAT,11,0.0,4.0,274.0,29.3,36.29,2,1.0
63141,Durtol,LDVG,M,SABRE,Michel,DURTOL AVEC VOUS,14,0.0,2.0,440.0,28.21,38.43,1,1.0
63164,Gerzat,LDVD,M,ALBISETTI,Jean,union pour gerzat,25,0.0,2.0,1973.0,27.86,46.48,3,0.0
63178,Issoire,LUMP,M,BARRAUD,Bertrand,NOTRE PARTI C'EST ISSOIRE,25,0.0,11.0,3037.0,30.09,46.37,3,0.0
63213,Les Martres-d'Artière,LDVD,M,RAYMOND,Vincent,LES MARTRES-CORMEDE : UN AUTRE AVENIR,15,0.0,2.0,552.0,38.9,51.11,3,0.0
63225,Messeix,LDIV,M,MANGOT,Marc,liste indépendante pour l'intérêt communal,12,0.0,3.0,441.0,43.19,54.11,2,0.0
63272,Pérignat-lès-Sarliève,LDVD,M,RIOL,Pierre,TOUJOURS AVEC PASSION,18,0.0,2.0,743.0,33.41,50.86,3,0.0
63281,Pionsat,LDVD,M,GAUMET,Jérôme,"ENSEMBLE, CONSTRUISONS NOTRE AVENIR A PIONSAT",11,0.0,5.0,285.0,38.15,45.38,3,0.0
63284,Pont-du-Château,LUG,M,VINZIO,René,UNIS POUR UNE SEULE AMBITION PONT-DU-CHATEAU,24,0.0,2.0,2106.0,27.7,45.14,1,1.0
63300,Riom,LUD,M,PECOUL,Pierre,UNIS POUR RIOM,26,0.0,15.0,4018.0,35.17,54.41,2,0.0
63430,Thiers,LUG,M,NOWOTNY,Claude,ENSEMBLE POUR THIERS,25,0.0,6.0,2655.0,33.22,51.47,1,1.0
64009,Ahetze,LDIV,M,ELISSALDE,Philippe,AHETZE POUR TOUS / AHETZE DENENTZAT,15,0.0,2.0,587.0,40.34,55.53,2,0.0
64024,Anglet,LUD,M,OLIVE,Claude,ANGLET AVEC PASSION,31,0.0,7.0,11021.0,37.08,57.91,2,0.0
64035,Arbonne,LDIV,F,MIALOCQ,Marie-Josèphe,ARBONNE AVEC VOUS - ARBONA ZUEKIN,15,0.0,2.0,648.0,40.93,51.23,1,0.0
64038,Arcangues,LDVD,M,ECHEVERRIA,Philippe,ARCANGUES DANS LE COEUR,18,0.0,2.0,1023.0,37.85,51.98,3,0.0
64062,Arudy,LDVG,M,AUSSANT,Claude,rassemblés à gauche pour l'avenir d'arudy,15,0.0,6.0,735.0,38.87,49.43,1,1.0
64065,Ascain,LDIV,M,FOURNIER,Jean-Louis,DENEN GEROA,20,0.0,3.0,1335.0,37.54,47.44,3,0.0
64102,Bayonne,LUD,M,ETCHEGARAY,Jean-René,BAYONNE UN TEMPS D'AVANCE,32,0.0,9.0,7595.0,26.02,45.38,3,0.0
64122,Biarritz,LDIV,M,VEUNAC,Michel,LE RASSEMBLEMENT POUR BIARRITZ,27,0.0,6.0,6706.0,29.21,51.64,1,0.0
64140,Boucau,LDVG,M,GONZALEZ,Francis,BOUCAU CONVIVIAL ET DEVELOPPEMENT DURABLE,22,0.0,2.0,1834.0,31.83,48.28,3,1.0
64189,Ciboure,LDVD,M,POULOU,Guy,AUPA CIBOURE,23,0.0,3.0,2098.0,36.35,53.47,2,0.0
64230,Gan,LDVD,M,PÉES,Francis,GAN POUR UNE VILLE HEUREUSE,22,0.0,2.0,1645.0,39.2,52.37,2,0.0
64237,Gelos,LDIV,M,MORA,Pascal,VIVONS GELOS ENSEMBLE,22,0.0,2.0,1225.0,45.25,63.94,1,0.0
64260,Hendaye,LUG,M,ECENARRO,Kotte,HENDAYE AUTREMENT,26,0.0,6.0,2896.0,30.72,53.08,1,1.0
64269,Idron,LDVD,F,HILD,Annie,PARLONS IDRON,21,0.0,2.0,1250.0,35.06,51.27,3,0.0
64328,Ledeuix,LDIV,M,AURISSET,Bernard,Vivre ensemble à Ledeuix,12,0.0,2.0,409.0,44.41,55.05,1,0.0
64335,Lescar,LSOC,M,LAINE,Christian,POUR LESCAR CONTINUONS ENSEMBLE,25,0.0,4.0,2670.0,35.45,50.0,1,1.0
64348,Lons,LUMP,M,PATRIARCHE,Nicolas,LONS POUR TOUS,26,0.0,4.0,3076.0,33.5,53.39,3,0.0
64353,Louvie-Juzon,LDVG,M,LABERNADIE,Patrick,DU BOURG AUX HAMEAUX,12,0.0,2.0,385.0,40.4,53.7,1,1.0
64371,Mauléon-Licharre,LDVD,M,ETCHEBEST,Michel,agir ensemble pour Mauléon,17,0.0,6.0,944.0,38.47,47.32,3,0.0
64417,Nay,LDVG,M,CHABROUT,Guy,NAY MA VILLE,18,0.0,5.0,784.0,33.11,48.54,1,1.0
64422,Oloron-Sainte-Marie,LDVD,M,LUCBEREILH,Hervé,NOTRE PARTI OLORON-SAINTE-MARIE AVEC HERVE LUCBEREILH ET DANIEL LACRAMPE,25,0.0,16.0,3074.0,38.21,50.07,2,0.0
64430,Orthez,LDVG,M,DARRIGRAND,Yves,OSER CHOISIR,24,0.0,13.0,2257.0,27.14,42.34,2,1.0
64445,Pau,LUC,M,BAYROU,François,AIMONS PAU AVEC FRANCOIS BAYROU,40,0.0,23.0,18388.0,34.72,62.95,2,0.0
64493,Saint-Palais,LDVD,M,LOUSTAUDAUDINE,Jean-Jacques,SAINT-PALAIS ENSEMBLE,15,0.0,6.0,477.0,38.91,49.69,3,0.0
64495,Saint-Pée-sur-Nivelle,LDVD,M,NOUSBAUM,Pierre-Marie,AGIR AUTREMENT POUR SAINT-PEE,22,0.0,3.0,1542.0,34.26,45.27,3,0.0
64527,Souraïde,LDIV,M,SANSBERRO,Thierry,UNIS POUR SOURAIDE - ELGARREKIN AINTZINA,12,0.0,2.0,393.0,39.14,47.93,3,0.0
64545,Urrugne,LDVD,F,DE CORAL,Odile,URRUGNE ENSEMBLE - URRUÑAN ELGARREKIN,21,0.0,4.0,2216.0,30.13,41.88,2,0.0
64547,Ustaritz,LDIV,M,CARRÈRE,Bruno,UZTARITZE BAI ! POUR USTARITZ !,22,0.0,5.0,1624.0,33.17,45.62,2,0.0
65286,Lourdes,LDVG,F,BOURDEU,Josette,"LOURDES, TERRE D'AVENIRS",25,0.0,18.0,3754.0,33.29,49.12,1,1.0
65331,Odos,LDVG,M,LEHMANN,Jean-Michel,ODOS AUTREMENT,18,0.0,2.0,972.0,35.77,53.17,1,1.0
65452,Trie-sur-Baïse,LDVG,M,GRASSET,Jean-Pierre,TRIE POUR TOUS,11,0.0,4.0,247.0,32.5,38.9,1,1.0
65460,Vic-en-Bigorre,LDIV,M,MENET,Clément,AGIR POUR ET AVEC LES VICQUOIS,23,0.0,9.0,1478.0,38.97,53.94,2,0.0
66016,Banyuls-sur-Mer,LDVD,M,SOLÉ,Jean-Michel,BANYULS CAP 2020,21,0.0,3.0,1410.0,37.11,50.41,2,0.0
66021,Bompas,LDVD,M,BATLLE,Jean-Paul,LE BON SENS POUR BOMPAS,22,0.0,2.0,2063.0,34.97,48.84,1,0.0
66038,Canohès,LSOC,M,CHAMBON,Jean-Louis,AVEC VOUS CANOHES,21,0.0,1.0,1492.0,34.43,51.1,2,1.0
66049,Céret,LDVG,M,TORRENT,Alain,UNIR CERET,21,0.0,9.0,1909.0,30.02,44.48,2,1.0
66058,Corneilla-la-Rivière,LDVG,F,BELTRAN-CHARRE,Gislène,CORNEILL'AUJOURD'HUI ET DEMAIN,15,0.0,2.0,631.0,41.3,50.89,1,1.0
66065,Elne,LDIV,M,BARNIOL,Yves,"YVES BARNIOL - ""ELNE AUTREMENT""",22,0.0,6.0,2605.0,40.86,52.45,2,0.0
66069,Espira-de-l'Agly,LDIV,M,FOURCADE,Philippe,ESPIRA AUTREMENT,18,0.0,1.0,860.0,36.49,47.59,2,0.0
66071,Estagel,LCOM,M,FERRER,Roger,NOTRE VILLE ESTAGEL,15,0.0,1.0,674.0,42.15,52.49,1,0.0
66096,Latour-de-France,LDIV,M,PIGEON,Michel,LATOUR ENSEMBLE,13,0.0,2.0,354.0,45.38,64.72,2,0.0
66115,Montesquieu-des-Albères,LUD,F,PONS,Huguette,"NOTRE PARTI , C ' EST MONTESQUIEU-DES-ALBERES",12,0.0,2.0,375.0,38.66,50.27,2,0.0
66124,Font-Romeu-Odeillo-Via,LDIV,M,DEMELIN,Jean Louis,REUSSIR ENSEMBLE,15,0.0,7.0,607.0,39.52,49.88,1,0.0
66136,Perpignan,LUD,M,PUJOL,Jean-Marc,PERPIGNAN POUR TOUS,43,0.0,31.0,21786.0,31.66,55.11,1,0.0
66141,Pia,LDVG,M,PARÉS,Guy,PARÉS GUY-FORCE ACTION ET SOLIDARITE,21,0.0,10.0,1787.0,29.91,42.05,2,1.0
66172,Saint-Estève,LUMP,M,VILA,Robert,AVANT TOUT SAINT-ESTÈVE,26,0.0,3.0,3295.0,36.61,52.57,3,0.0
66174,Saint-Féliu-d'Avall,LDIV,M,TAILLANT,Robert,"UN AVENIR POUR SAINT FELIU D'AVALL. POUR VOUS, AVEC NOUS.",17,0.0,1.0,570.0,30.83,43.78,4,0.0
66175,Saint-Génis-des-Fontaines,LUMP,M,LOPEZ,Raymond,EVOLUER DANS LA CONTINUITE,17,0.0,2.0,727.0,32.78,47.27,3,0.0
66180,Saint-Laurent-de-la-Salanque,LDVD,M,GOT,Alain,AVEC VOUS POUR SAINT-LAURENT,21,0.0,2.0,2346.0,29.86,40.99,3,0.0
66189,Saleilles,LUMP,M,RALLO,François,SALEILLES AU COEUR,20,0.0,1.0,1219.0,31.0,43.4,2,0.0
66190,Salses-le-Château,LDVG,M,LOPEZ,Jean-Jacques,"POUR SALSES, AVEC JEAN-JACQUES LOPEZ",18,0.0,6.0,973.0,42.68,52.12,1,1.0
66222,Vernet-les-Bains,LDIV,M,GUITART,Henri,"ENSEMBLE, CHANGEONS DE CAP",12,0.0,3.0,529.0,41.79,54.37,1,0.0
66228,Villeneuve-la-Rivière,LDIV,M,PASCAL,Patrick,UNIS POUR VILLENEUVE,12,0.0,1.0,400.0,42.96,53.55,1,0.0
67021,Barr,LDVD,M,SCHOLLY,Gilbert,BARR PASSION,22,0.0,7.0,1476.0,31.15,51.11,2,0.0
67046,Bischwiller,LDVD,M,NETZER,Jean-Lucien,UNIS POUR BISCHWILLER,26,0.0,12.0,2538.0,37.11,58.7,1,0.0
67106,Drusenheim,LDVD,M,KELLER,Jacky,"ENSEMBLE, PROGRÈS ET AVENIR",23,0.0,5.0,1363.0,32.97,51.05,1,0.0
67137,Fegersheim,LDVD,M,SCHAAL,Thierry,Réussir ensemble pour le bien-vivre,25,0.0,1.0,1522.0,35.98,66.96,2,0.0
67194,Herrlisheim,LDVD,M,BECKER,Louis,HERRLISHEIM DEMAIN,21,0.0,4.0,1356.0,33.8,53.09,2,0.0
67222,Ingwiller,LDVD,M,DOEPPEN,Hans,BIEN VIVRE A INGWILLER,22,0.0,4.0,1163.0,37.99,58.83,2,0.0
67226,Ittenheim,LDVD,M,GROSSKOST,Alain,"NOTRE VILLAGE, NOTRE PROJET",15,0.0,2.0,579.0,36.67,51.84,2,0.0
67291,Mertzwiller,LDVD,M,STREBLER,Jean-Claude,Ensemble pour Mertzwiller,19,0.0,4.0,1043.0,39.34,58.43,2,0.0
67309,Mundolsheim,LDVG,F,BULOU,Béatrice,Agir pour Mundolsheim,20,0.0,1.0,1153.0,28.29,46.36,1,1.0
67313,Mutzig,LDVD,M,SCHICKELE,Jean-Luc,VIVONS MUTZIG,22,0.0,4.0,1023.0,26.4,45.87,3,0.0
67365,Ostwald,LSOC,M,BEUTEL,Jean-Marie,OSTWALD PAR COEUR,27,0.0,2.0,2724.0,34.52,62.02,1,1.0
67378,Plobsheim,LDVG,F,WEBER,Anne-Catherine,"des projets, des valeurs : une Ambition pour Plobsheim",19,0.0,1.0,861.0,26.49,39.15,2,1.0
67445,Scherwiller,LDVD,M,SOHLER,Olivier,OSONS POUR SCHERWILLER - KIENTZVILLE,17,0.0,3.0,767.0,30.8,46.01,3,0.0
67447,Schiltigheim,LUD,M,KUTNER,Jean-Marie,TOUS ENSEMBLE NATURELLEMENT,31,0.0,6.0,4811.0,27.78,55.49,2,0.0
67449,Schirrhein,LUDI,M,SCHOTT,Patrick,ENSEMBLE AU SERVICE DE SCHIRRHEIN,15,0.0,2.0,710.0,39.87,56.13,1,0.0
67458,Schweighouse-sur-Moder,LDIV,M,SPECHT,Philippe,servir et unir schweighouse,21,0.0,6.0,1387.0,38.91,51.93,2,0.0
67462,Sélestat,LDVD,M,BAUER,Marcel,"SELESTAT, VILLE DE PROGRÈS",26,0.0,15.0,3861.0,29.12,51.4,3,0.0
67463,Seltz,LDVD,M,LOUX,Denis,Seltz demain,17,0.0,3.0,664.0,31.32,41.29,2,0.0
67482,Strasbourg,LUG,M,RIES,Roland,"LISTE SOCIALISTE, ECOLOGISTE ET REPUBLICAINE",48,0.0,35.0,36623.0,25.11,46.96,1,1.0
67506,Vendenheim,LDVD,M,SCHWARTZ,Pierre,AGIR POUR VENDENHEIM Ensemble et Autrement,21,0.0,1.0,1201.0,25.65,44.55,3,0.0
67519,La Wantzenau,LDVD,M,DEPYL,Patrick,MIEUX VIVRE ENSEMBLE À LA WANTZENAU,21,0.0,1.0,1366.0,28.97,43.05,1,0.0
67544,Wissembourg,LDVG,M,GLIECH,Christian,continuons ensemble,21,0.0,10.0,1422.0,24.26,39.16,1,1.0
68058,Buhl,LUDI,M,DOLL,Fernand,ENTENTE COMMUNALE,18,0.0,2.0,751.0,31.42,51.83,2,0.0
