Code commune,Libellé de la commune,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,Ordre_candidat,D_elec_2020
38421,Saint-Martin-d'Hères,LUG,M,QUEIROS,David,UNE VILLE DYNAMIQUE ET ENGAGEE,28,0.0,5.0,3866.0,20.82,41.83,1,1.0
38442,Saint-Pierre-de-Chartreuse,LDVG,M,GUERPILLON,Yves,SAINT-PIERRE-DE-CHARTREUSE AVENIR,12,0.0,2.0,369.0,40.24,58.66,1,1.0
38449,Saint-Quentin-Fallavier,LDVG,M,BACCONNIER,Michel,CONTINUONS POUR ST QUENTIN-FALLAVIER,22,0.0,3.0,944.0,26.93,48.61,1,1.0
38453,Saint-Romans,LDVG,M,CREACH,Yvan,UNIS POUR L'AVENIR DE SAINT ROMANS,15,0.0,5.0,441.0,36.66,50.0,1,1.0
38487,Seyssuel,LDVD,M,BELMONTE,Frédéric,"POUR SEYSSUEL, AGISSONS ENSEMBLE",15,0.0,1.0,567.0,35.17,53.59,1,0.0
38507,Tignieu-Jameyzieu,LDVG,M,PAVIET-SALOMON,André,AGIR ENSEMBLE POUR UNE VILLE SOLIDAIRE,23,0.0,5.0,1417.0,33.22,53.63,1,1.0
38516,La Tronche,LDVG,M,SPINDLER,Bertrand,LA TRONCHE POUR VOUS AVEC VOUS,22,0.0,2.0,1276.0,31.51,50.26,1,1.0
38517,Tullins,LSOC,M,DHERBEYS,Jean-Yves,TULLINS FURES SOLIDAIRES POUR L'AVENIR,21,0.0,4.0,1424.0,26.09,43.03,1,1.0
38519,Valencin,LDIV,M,PARISET,Robert,"VALENCIN 2014, 23 POUR AGIR",17,0.0,3.0,564.0,29.54,42.44,2,0.0
38537,La Verpillière,LUDI,M,MARGIER,Patrick,UNIS POUR L'AVENIR LA VERPILLERE,22,0.0,3.0,1268.0,31.44,48.4,3,0.0
38545,Vif,LDVD,M,GENET,Guy,REUSSIR ENSEMBLE L'AVENIR DE VIF,22,0.0,2.0,2009.0,32.18,50.54,4,0.0
38553,Villefontaine,LDVD,M,FEYSSAGUET,Raymond,MIEUX VIVRE A VILLEFONTAINE 2014,25,0.0,8.0,2323.0,21.68,47.19,3,0.0
38562,Vizille,LMDM,M,BIZEC,Jean-Claude,EN AVANT VIZILLE,23,0.0,2.0,1552.0,31.48,55.53,2,0.0
38563,Voiron,LUMP,M,POLAT,Julien,VOIRON 2014 AVEC JULIEN POLAT,25,0.0,11.0,4340.0,30.08,48.9,2,0.0
39128,Chaussin,LUMP,F,TORCK,Chantal,Une ère nouvelle à Chaussin,14,0.0,4.0,389.0,37.05,44.71,3,0.0
39154,Clairvaux-les-Lacs,LDVG,M,PANSERI,Alain,UNE EQUIPE CLAIRVOYANTE POUR LES CLAIRVALIENS,12,0.0,4.0,397.0,37.63,52.79,1,1.0
39173,Cousance,LDVG,M,BRETIN,Christian,UNE EQUIPE POUR COUSANCE,11,0.0,4.0,252.0,28.35,39.13,2,1.0
39362,Montmorot,LDVG,M,BARBARIN,André,MONTMOROT DEMAIN,18,0.0,3.0,761.0,35.38,51.45,1,1.0
39478,Saint-Claude,LDVD,M,MILLET,Jean-Louis,SAINT-CLAUDE AVANT TOUT,25,0.0,9.0,2031.0,32.84,51.31,2,0.0
40088,Dax,LUG,M,BELLOCQ,Gabriel,"DAX, ENCORE ET MIEUX",27,0.0,15.0,4624.0,31.58,49.39,1,1.0
40209,Ondres,LSOC,M,GUILLOTEAU,Eric,VIVRE ONDRES ENSEMBLE,20,0.0,5.0,1066.0,29.41,44.16,2,1.0
40227,Pissos,LDVG,M,SAINTORENS,Denis,ENSEMBLE POUR L'AVENIR,12,0.0,5.0,437.0,38.3,48.45,2,1.0
40279,Saint-Paul lès Dax,LDVG,F,DELMON,Catherine,SAINT-PAUL-LES-DAX : L'AVENIR ENSEMBLE,25,0.0,9.0,2802.0,30.96,50.11,3,1.0
40281,Saint-Pierre-du-Mont,LUD,M,BONNET,Joël,Un nouveau souffle pour Saint-Pierre-du-Mont,22,0.0,6.0,1861.0,28.3,44.57,3,0.0
40282,Saint-Sever,LUMP,M,TAUZIN,Arnaud,SAINT SEVER POUR VOUS,21,0.0,8.0,1623.0,42.33,54.72,2,0.0
40284,Saint-Vincent-de-Tyrosse,LUD,F,APHATIE,Marie,TYROSSE AUTREMENT,23,0.0,5.0,2199.0,38.26,58.78,2,0.0
40310,Soustons,LUG,M,MONTUS,Jean-Yves,SOUSTONS POUR TOUS,22,0.0,5.0,1917.0,31.01,46.47,1,1.0
41018,Blois,LSOC,M,GRICOURT,Marc,"BLOIS, EN TOUTE CONFIANCE",34,0.0,28.0,8756.0,29.05,57.55,1,1.0
41136,Mer,LDVD,M,DENIS,Claude,MEROIS CONTINUONS TOUS ENSEMBLE,22,0.0,6.0,1366.0,33.01,50.93,2,0.0
41139,Meusnes,LDVD,M,SINSON,Daniel,SOLIDAIRES DANS L'ACTION,12,0.0,1.0,352.0,38.94,52.54,2,0.0
41149,Montoire-sur-le-Loir,LDVG,M,MOYER,Guy,ENSEMBLE POUR MONTOIRE,20,0.0,9.0,1052.0,32.22,48.17,1,1.0
41194,Romorantin-Lanthenay,LSOC,M,LORGEOUX,Jeanny,"ROMORANTIN-LANTHENAY, NOTRE VILLE",24,0.0,15.0,3415.0,26.97,45.3,1,1.0
41232,Salbris,LDVD,M,PAVY,Olivier,Salbris pour tous,23,0.0,6.0,1566.0,36.06,54.02,3,0.0
41269,Vendôme,LUD,M,BRINDEAU,Pascal,RESOLUMENT VENDOME,26,0.0,13.0,3791.0,33.88,51.89,2,0.0
41280,Villefranche-sur-Cher,LDIV,M,OTON,Jean-Claude,AVEC VOUS BATISSONS L'AVENIR,18,0.0,3.0,762.0,39.92,58.04,2,0.0
42005,Andrézieux-Bouthéon,LDIV,M,SCHALK,Jean-Claude,VOLONTE ET AMBITION RENOUVELEES POUR ANDREZIEUX-BOUTHEON,21,0.0,2.0,1482.0,24.68,42.16,2,0.0
42095,Firminy,LUG,M,PETIT,Marc,ENSEMBLE POUR FIRMINY,25,0.0,4.0,3537.0,31.77,47.41,1,1.0
42147,Montbrison,LUD,M,BAZILE,Christophe,RÉUSSIR L'AVENIR ENSEMBLE,26,0.0,9.0,3738.0,35.17,53.22,2,0.0
42150,Montverdun,LDIV,M,BRUN,Michel,CONTINUONS D'AVANCER ENSEMBLE,11,0.0,2.0,261.0,34.89,46.28,1,0.0
42187,Roanne,LUD,M,NICOLIN,Yves,Roanne Passionnément,30,0.0,14.0,6968.0,32.82,51.49,2,0.0
42189,Roche-la-Molière,LUDI,M,BERLIVET,Eric,ENSEMBLE POUR ROCHE LA MOLIERE,25,0.0,2.0,2379.0,31.45,51.78,2,0.0
42207,Saint-Chamond,LDVD,M,REYNAUD,Hervé,L'UNION DES SAINT-CHAMONAIS,30,0.0,7.0,7117.0,29.24,50.44,2,0.0
42218,Saint-Etienne,LUD,M,PERDRIAU,Gaël,PROVOQUONS L'AVENIR,44,0.0,32.0,25653.0,25.75,47.71,2,0.0
42237,Saint-Jean-Bonnefonds,LDVG,M,CHAVANNE,Marc,UN NOUVEL ELAN POUR SAINT-JEAN,23,0.0,2.0,1548.0,32.64,54.24,1,1.0
42253,Saint-Léger-sur-Roanne,LDIV,M,LAGARDE,Jean-Louis,LISTE D'ENTENTE POUR LA DEFENSE DES INTERETS COMMUNAUX,12,0.0,1.0,347.0,39.84,57.93,1,0.0
42299,Savigneux,LDVG,M,BRETTON,Christophe,LISTE D'UNION POUR UN NOUVEL ELAN,17,0.0,2.0,775.0,29.61,44.16,1,1.0
42302,Sorbiers,LDVG,M,JOASSARD,Raymond,AVEC VOUS POUR SORBIERS,23,0.0,2.0,1966.0,33.16,52.04,1,1.0
42304,Sury-le-Comtal,LDIV,M,MARTIN,Yves,ENSEMBLE CHANGEONS SURY,22,0.0,4.0,1006.0,27.54,45.81,2,0.0
42316,Unieux,LDVG,M,FAVERJON,Christophe,"UNIEUX, LE RENOUVEAU",21,0.0,2.0,1765.0,29.68,43.01,1,1.0
43012,Aurec-sur-Loire,LDIV,M,VIAL,Claude,Ensemble pour l'avenir,22,0.0,6.0,1531.0,36.03,52.54,1,0.0
43041,Brives-Charensac,LDVD,M,DELABRE,Gilles,UN NOUVEL ELAN,22,0.0,2.0,1180.0,38.49,57.96,3,0.0
43112,Langeac,LDVD,F,ROUBAUD,Marie-Thérèse,CONTINUONS D'AVANCER ENSEMBLE POUR LANGEAC,21,0.0,6.0,1018.0,35.5,52.86,2,0.0
43137,Monistrol-sur-Loire,LDVD,M,LYONNET,Jean-Paul,Monistrol avec vous,22,0.0,9.0,2409.0,37.14,52.39,2,0.0
43153,Pont-Salomon,LDVD,M,COLETTO,Laurent,"Au quotidien, à votre écoute",14,0.0,2.0,384.0,28.24,42.11,3,0.0
43177,Saint-Didier-en-Velay,LDVD,M,BLANCHARD,Christian,"Saint-Didier, un nouvel élan",18,0.0,4.0,939.0,36.48,52.96,2,0.0
43216,Saint-Paulien,LDVD,M,DUPLOMB,Laurent,"SAINT-PAULIEN AVANCE, SOYONS FIERS D'ETRE RUESSIENS",15,0.0,6.0,723.0,43.69,52.47,2,0.0
44010,Batz-sur-Mer,LDVG,F,L'HONEN,Adeline,BATZ C'EST VOUS,18,0.0,2.0,929.0,33.88,52.66,1,1.0
44020,Bouguenais,LUG,F,GRESSUS,Michèle,LABEL GAUCHE,23,0.0,2.0,2763.0,20.36,37.41,2,1.0
44026,Carquefou,LDVD,F,DUBETTIER-GRENIER,Véronique,LA DYNAMIQUE D'UN PROJET COLLECTIF,23,0.0,2.0,3392.0,23.93,38.5,2,0.0
44033,La Chapelle-Launay,LDVG,M,DALIBERT,Jacques,CONTINUER ENSEMBLE POUR UN AVENIR SOLIDAIRE,18,0.0,4.0,681.0,30.84,48.5,1,1.0
44035,La Chapelle-sur-Erdre,LSOC,M,ROUSSEL,Fabrice,LA CHAPELLE AU COEUR,25,0.0,2.0,4460.0,29.13,45.82,1,1.0
44043,Clisson,LDVD,M,BONNET,Xavier,CLISSON AVANT TOUT C'EST VOUS,22,0.0,6.0,1641.0,30.94,45.41,3,0.0
44052,Donges,LDVD,M,CHENEAU,François,LISTE DU RASSEMBLEMENT POUR DONGES,20,0.0,4.0,1049.0,21.32,31.08,3,0.0
44056,Fay-de-Bretagne,LDVG,M,LABARRE,Claude,AGIR POUR L'AVENIR,17,0.0,2.0,698.0,28.75,43.57,2,1.0
44061,Frossay,LDVD,M,SCHERER,Sylvain,AGIR ENSEMBLE POUR FROSSAY,18,0.0,3.0,722.0,33.4,52.21,3,0.0
44067,Guémené-Penfao,LDVD,M,BIGAUD,Yannick,POUR L'AVENIR DE BESLE GUEMENE GUENOUVRY,23,0.0,3.0,1476.0,38.75,54.19,2,0.0
44069,Guérande,LDVD,F,PHAN THANH,Stéphanie,GUÉRAND AVEC VOUS,26,0.0,7.0,4115.0,30.62,55.8,3,0.0
44075,Issé,LDVG,M,BOISSEAU,Michel,ISSÉ DYNAMIQUE ET SOLIDAIRE,15,0.0,2.0,500.0,35.59,50.45,1,1.0
44084,Le Loroux-Bottereau,LDVG,M,CORBET,Paul,Ouverture et Dynamisme au Loroux Bottereau,21,0.0,7.0,1569.0,29.33,45.07,2,1.0
44087,Machecoul,LDVD,M,FAVREAU,Didier,"Un autre regard, une volonté d'action",21,0.0,7.0,1197.0,25.47,37.93,4,0.0
44089,Malville,LDVD,M,MANACH,Dominique,AVEC VOUS POUR MALVILLE,16,0.0,4.0,591.0,25.32,38.63,3,0.0
44094,Mauves-sur-Loire,LDVG,F,CHEVALLEREAU,Claudine,Mauves rassemblée avance avac la métropole,16,0.0,1.0,610.0,26.68,39.03,2,1.0
44100,Monnières,LUDI,M,COUTEAU,Benoît,POUR MONNIÈRES : HIER AUJOURD'HUI DEMAIN,15,0.0,2.0,592.0,40.3,54.71,2,0.0
44101,La Montagne,LDVG,M,HAY,Pierre,SOLIDARITE ET PARTICIPATION,20,0.0,1.0,987.0,21.43,35.35,1,1.0
44103,Montoir-de-Bretagne,LUG,F,LEMAITRE,Michelle,MONTOIR POUR TOUS,23,0.0,5.0,1376.0,28.8,50.57,1,1.0
44109,Nantes,LUG,F,ROLLAND,Johanna,NANTES A DE L'AVENIR,51,0.0,38.0,51990.0,28.58,56.22,1,1.0
44120,Le Pellerin,LDVD,M,MORIVAL,Benjamin,"LE PELLERIN, MODERNE ET SOLIDAIRE",21,0.0,1.0,1084.0,31.94,50.96,3,0.0
44128,Plessé,LDVG,M,LEBEAU,Bernard,POUR UNE COMMUNE SOLIDAIRE ET DYNAMIQUE,20,0.0,3.0,986.0,28.07,43.3,2,1.0
44129,Pontchâteau,LDVG,F,CORNET,Danielle,PONTCHATEAU AVEC VOUS,23,0.0,7.0,2495.0,34.07,53.67,1,1.0
44131,Pornic,LDVD,M,BRARD,Jean-Michel,ECOUTE ET EXPERIENCE,25,0.0,12.0,4058.0,30.82,45.54,2,0.0
44132,Pornichet,LDVD,M,PELLETEUR,Jean-Claude,PRIORITE PORNICHET,27,0.0,5.0,3789.0,39.46,61.74,2,0.0
44135,Le Pouliguen,LUMP,M,LAINE,Yves,LE POULIGUEN A-VENIR,19,0.0,2.0,1181.0,26.08,38.13,1,0.0
44136,Préfailles,LDVG,M,CAUDAL,Claude,"PREFAILLES AVEC VOUS, AUTREMENT",12,0.0,2.0,523.0,38.18,51.68,1,1.0
44143,Rezé,LUG,M,ALLARD,Gérard,ENSEMBLE A GAUCHE POUR REZÉ AVEC Gérard Allard,29,0.0,5.0,7042.0,24.62,47.39,2,1.0
44144,Riaillé,LDVG,M,CHEVALIER,Patrice,Riaillé une commune en marche Des femmes et des hommes à votre service,14,0.0,2.0,529.0,35.22,46.24,1,1.0
44162,Saint-Herblain,LUG,M,AFFILÉ,Bertrand,AVEC VOUS SAINT HERBLAIN,32,0.0,6.0,7311.0,22.82,46.72,1,1.0
44184,Saint-Nazaire,LSOC,M,SAMZUN,David,FRATERNELLE ET INVENTIVE,38,0.0,18.0,13746.0,28.92,53.44,1,1.0
44197,Sion-les-Mines,LDVD,M,DEBRAY,Bruno,ENSEMBLE POUR TOUS LES SIONNAIS,14,0.0,3.0,423.0,33.81,44.15,2,0.0
44199,Soudan,LDVD,M,DOUAUD,Bernard,AVEC NOUS POUR SOUDAN,15,0.0,2.0,571.0,36.37,52.24,3,0.0
44201,Sucé-sur-Erdre,LUDI,M,ROGER,Jean-Louis,MAITRISER L'AVENIR,22,0.0,3.0,1915.0,35.62,50.63,2,0.0
44204,Thouaré-sur-Loire,LDVD,M,MOUNIER,Serge,PRIORITE THOUARE,22,0.0,1.0,2249.0,34.46,50.1,3,0.0
44211,La Turballe,LDVD,M,BRANCHEREAU,Jean-Pierre,Construisons La Turballe de demain,21,0.0,2.0,1381.0,34.27,49.43,3,0.0
44217,Vigneux-de-Bretagne,LDVD,M,BEZIER,Joseph,ENSEMBLE CONSTRUISONS NOTRE AVENIR,23,0.0,3.0,1680.0,38.55,57.91,2,0.0
45028,Beaugency,LDVG,M,FAUCON,David,"Beaugency, Ville d'Avenir avec David Faucon",23,0.0,7.0,1865.0,33.66,58.41,1,1.0
45053,Briare,LDIV,M,BOUGUET,Pierre-François,UNIR POUR RÉUSSIR ENSEMBLE,23,0.0,6.0,1283.0,30.54,53.48,1,0.0
45072,Chanteau,LDVD,M,VIÉ,Jannick,CHANTEAU-AUTREMENT,12,0.0,2.0,403.0,40.22,54.76,2,0.0
45115,Courtenay,LDVD,M,TISSERAND,Francis,CONTINUONS ENSEMBLE DURABLEMENT,21,0.0,6.0,984.0,33.41,51.9,2,0.0
45126,Donnery,LDVD,M,CHAUFTON,Daniel,PARTAGEONS L'AVENIR DE NOTRE VILLAGE,19,0.0,3.0,964.0,47.77,66.67,1,0.0
45146,La Ferté-Saint-Aubin,LDVD,F,DE PÉLICHY,Constance,"AVEC VOUS, UN NOUVEL ÉLAN",22,0.0,9.0,1982.0,37.5,51.61,2,0.0
45147,Fleury-les-Aubrais,LDVD,F,LINGUET,Marie-Agnès,FLEURYSSONS NOTRE AVENIR,27,0.0,5.0,3796.0,28.53,55.47,2,0.0
45155,Gien,LDVD,M,BOULEAU,Christian,GIEN AU COEUR,26,0.0,14.0,2616.0,29.96,55.6,2,0.0
45229,Nogent-sur-Vernisson,LDIV,F,COGNOT,Eliane,DÉCIDONS AVEC VOUS POUR NOGENT,18,0.0,2.0,632.0,35.83,53.92,1,0.0
45240,Outarville,LDVD,M,CHAMBRIN,Michel,L'avenir... construisons-le ensemble,11,0.0,2.0,254.0,26.43,42.69,1,0.0
45244,Ouzouer-sur-Loire,LDIV,M,RIGAUX,Michel,"ENSEMBLE, CONTINUONS...",18,0.0,4.0,688.0,31.72,52.0,2,0.0
45254,Poilly-lez-Gien,LDVG,M,CHABOREL,Alain,AGIR ENSEMBLE POUR POILLY LES GIEN,15,0.0,4.0,636.0,33.56,49.04,1,1.0
45279,Saint-Germain-des-Prés,LDVD,M,BETHOUL,Christophe,UN NOUVEAU SOUFFLE POUR SAINT GERMAIN DES PRÉS,14,0.0,2.0,376.0,28.83,41.78,1,0.0
45286,Saint-Jean-le-Blanc,LUMP,M,BOIS,Christian,Notre Experience pour Votre Avenir,22,0.0,2.0,1522.0,27.19,47.06,2,0.0
45315,Sully-sur-Loire,LDVD,M,RIGLET,Jean-Luc,SULLY POUR TOUS,23,0.0,3.0,1180.0,31.81,52.07,3,0.0
45327,Traînou,LDVD,M,GUEUGNON,Jean Yves,BIEN VIVRE ENSEMBLE,19,0.0,3.0,882.0,36.63,65.97,2,0.0
45338,Villemandeur,LDVD,F,SERRANO,Denise,VILLEMANDEUR VILLE D'AVENIR,21,0.0,4.0,1262.0,25.8,41.43,3,0.0
46007,Arcambal,LDVG,M,LABRO,Didier,ARCAMBAL' @VENIR,12,0.0,2.0,317.0,42.32,52.22,1,1.0
46029,Biars-sur-Cère,LDVG,M,AUTEMAYOU,Elie,D'UNION ET PROGRES,15,0.0,6.0,542.0,38.25,50.84,1,1.0
46038,Bretenoux,LDVD,M,MOLES,Pierre,BIEN VIVRE ENSEMBLE A BRETENOUX,13,0.0,4.0,472.0,46.41,66.11,2,0.0
46102,Figeac,LUG,M,MELLINGER,André,FIGEAC ENSEMBLE 2014,21,0.0,14.0,1896.0,27.76,43.38,1,1.0
46128,Gramat,LSOC,M,SYLVESTRE,Michel,ENSEMBLE POUR GRAMAT,20,0.0,7.0,865.0,31.93,44.27,1,1.0
46224,Pradines,LDIV,M,MARRE,Denis,DENIS MARRE AVEC VOUS POUR PRADINES,21,0.0,4.0,998.0,38.83,54.27,2,0.0
47004,Aiguillon,LUG,M,SAUVAUD,Jean-François,ENSEMBLE POUR AIGUILLON SOLIDAIRE-CITOYENNE-ECOLOGISTE,20,0.0,8.0,842.0,27.67,40.68,1,1.0
47015,Astaffort,LDVD,F,CAMBOURNAC,Louise,ASTAFFORT DEMAIN,15,0.0,1.0,673.0,41.98,57.28,2,0.0
47032,Bon-Encontre,LUG,M,LAUZZANA,Michel,AGIR AVEC VOUS pour BON-ENCONTRE,23,0.0,4.0,1529.0,31.2,52.35,1,1.0
47049,Casseneuil,LDIV,M,DESPLAT,Daniel,POUR CASSENEUIL CONTINUONS ENSEMBLE,15,0.0,2.0,702.0,41.42,56.43,1,0.0
47054,Castelmoron-sur-Lot,LDVD,F,LALAURIE,"Italina Dite ""Line""",LISTE D'UNION COMMUNALE,15,0.0,2.0,505.0,40.27,51.69,3,0.0
47100,Foulayronnes,LDVD,M,DUBOS,Bruno,ENSEMBLE POUR FOULAYRONNES,24,0.0,2.0,1816.0,43.56,63.79,2,0.0
47145,Layrac,LDVD,M,CONSTANS,Rémi,NOUVEL AVENIR POUR LAYRAC,19,0.0,2.0,786.0,27.03,39.98,2,0.0
47157,Marmande,LDVD,M,BENQUET,Daniel,MARMANDE 2014,26,0.0,12.0,4561.0,36.7,54.1,2,0.0
47159,Le Mas-d'Agenais,LDVG,M,DUTHIL,Francis,LE MAS EN ACTION,12,0.0,2.0,442.0,41.27,52.43,1,1.0
47175,Monflanquin,LDVG,F,FOUNAUD-VEYSSET,Nathalie,MONFLANQUIN EN ACTION(S),15,0.0,2.0,692.0,37.37,46.44,1,1.0
47201,Le Passage,LUG,M,GARCIA,Francis,Vivre Ensemble Le Passage,20,0.0,5.0,1615.0,22.83,35.25,1,1.0
47209,Pont-du-Casse,LDIV,M,DELBREL,Christian,LE PARTI DES CASSIPONTINS,22,0.0,2.0,1503.0,45.35,63.2,1,0.0
47215,Pujols,LDVG,M,VENTADOUX,Yvon,"ENSEMBLE, PUJOLS AVEC VOUS",20,0.0,3.0,965.0,32.83,48.01,1,1.0
47238,Sainte-Colombe-en-Bruilhois,LDVD,M,DUFFOUR,Hubert,UNION POUR L'AVENIR DE SAINTE COLOMBE EN BRUILHOIS,15,0.0,1.0,547.0,42.9,58.07,2,0.0
47310,Tonneins,LDVD,M,RINAUDO,Dante,AVEC VOUS POUR TONNEINS,22,0.0,6.0,1971.0,29.84,47.07,2,0.0
47318,Vianne,LDIV,M,CEREA,Serge,Ensemble pour Vianne,11,0.0,2.0,257.0,32.33,40.16,1,0.0
47323,Villeneuve-sur-Lot,LUG,M,CASSANY,Patrick,VILLENEUVE UNIE,26,0.0,14.0,4527.0,26.46,42.93,1,1.0
48095,Mende,LDVG,M,BERTRAND,Alain,IRRESISTIBLEMENDE 2014,25,0.0,8.0,2875.0,37.27,52.66,1,1.0
48140,Saint-Chély-d'Apcher,LDVD,M,LAFONT,Pierre,"SAINT CHELY, JE L'AIME",21,0.0,10.0,1106.0,38.01,50.16,2,0.0
49007,Angers,LUMP,M,BÉCHU,Christophe,ANGERS POUR VOUS,43,0.0,34.0,27975.0,31.68,54.36,2,0.0
49035,Bouchemaine,LDVD,F,MAILLET,Véronique,"BOUCHEMAINE,UN PROJET À PARTAGER",22,0.0,2.0,1756.0,32.65,45.61,3,0.0
49099,Cholet,LDVD,M,BOURDOULEIX,Gilles,CHOLET PASSION,35,0.0,20.0,11530.0,31.37,55.49,2,0.0
49106,Corné,LDVG,F,RENOU,Marie-France,CORNÉ AVEC VOUS,17,0.0,3.0,622.0,28.14,39.29,1,1.0
49191,Martigné-Briand,LDVD,M,SECHET,Marc,UNE ÉQUIPE DYNAMIQUE POUR MARTIGNÉ-BRIAND,15,0.0,2.0,565.0,39.99,55.83,2,0.0
49196,La Meignanne,LDVD,M,RETAILLEAU,Philippe,LA MEIGNANNE DYNAMISME ET DÉVELOPPEMENT,14,0.0,1.0,546.0,33.41,45.69,3,0.0
49214,Montreuil-Juigné,LDIV,M,PIEDNOIR,Stéphane,ÉNERGIES CITOYENNES,23,0.0,2.0,2097.0,36.7,54.98,2,0.0
49223,Mûrs-Erigné,LDVD,M,COIFFARD,Damien,NOUVEL ÉLAN À MURS-ÉRIGNÉ,22,0.0,2.0,1374.0,33.01,46.93,3,0.0
49246,Les Ponts-de-Cé,LSOC,M,BIGOT,Joël,"LES PONTS DE CÉ, UNE AMBITION PARTAGÉE",25,0.0,3.0,2735.0,29.57,49.94,2,1.0
49267,Saint-Barthélemy-d'Anjou,LDIV,M,BRÉJEON,Dominique,ST-BARTH AVEC VOUS,21,0.0,2.0,1816.0,25.77,42.88,2,0.0
49269,Saint-Christophe-du-Bois,LDIV,M,SENECAILLE,Sylvain,VIVRE ENSEMBLE À SAINT CHRISTOPHE DU BOIS,18,0.0,2.0,723.0,34.14,47.44,2,0.0
49328,Saumur,LDVG,M,MARCHAND,Jean-Michel,AGIR POUR TOUS,26,0.0,18.0,5304.0,27.18,43.72,1,1.0
49361,Varennes-sur-Loire,LDVD,M,TALLUAU,Gilles,GENERATIONS VARENNES,14,0.0,2.0,476.0,34.39,47.7,3,0.0
50002,Agneaux,LDVD,M,SEVEQUE,Alain,AVEC VOUS POUR AGNEAUX,21,0.0,4.0,1185.0,35.32,56.89,2,0.0
50003,Agon-Coutainville,LDVD,M,DUTERTRE,Christian,ENSEMBLE VERS LE RENOUVEAU,17,0.0,3.0,836.0,31.63,46.86,3,0.0
50041,Beaumont-Hague,LDIV,M,LÉGER,Bruno,BEAUMONT A COEUR,12,0.0,3.0,416.0,40.7,57.94,2,0.0
50082,Bricquebec,LDIV,M,PILLET,Patrice,MIEUX VIVRE A BRICQUEBEC,20,0.0,6.0,1057.0,30.73,47.34,2,0.0
50109,Cérences,LDIV,M,PAYEN,Jean-Paul,FUSION POUR L'AVENIR,15,0.0,2.0,508.0,32.46,51.94,1,0.0
50129,Cherbourg-Octeville,LUG,M,HOULLEGATTE,Jean-Michel,LISTE FUSIONNEE ENSEMBLE POUR DEMAIN ET LA GAUCHE DEBOUT,30,0.0,17.0,6400.0,27.56,51.81,1,1.0
50139,Condé-sur-Vire,LDVD,M,PIEN,Laurent,ENSEMBLE POUR CONDE,18,0.0,3.0,912.0,35.19,50.08,2,0.0
50218,Granville,LDIV,F,BAUDRY,Dominique,"GRANVILLE, UN CAP, UN AVENIR",24,0.0,12.0,2532.0,26.0,43.4,2,0.0
50359,Mortain,LDIV,M,DESSEROUER,Hervé,MORTAIN POUR TOUS,16,0.0,4.0,525.0,44.27,61.91,2,0.0
50400,Picauville,LDIV,M,CATHERINE,Philippe,"PICAUVILLE, PÔLE D'AVENIR",14,0.0,3.0,356.0,29.47,39.51,1,0.0
50402,Les Pieux,LDIV,M,LEPETIT,Jacques,L'ESSENTIEL C'EST VOUS,19,0.0,7.0,678.0,26.75,40.09,2,0.0
50410,Pontorson,LDIV,M,DENOT,André,LE GRAND PONTORSON EN ACTION,20,0.0,4.0,914.0,32.18,45.75,2,0.0
50502,Saint-Lô,LDVD,M,BRIÈRE,François,"Ensemble, Saint-Lô plus GRAND",26,0.0,19.0,4211.0,30.92,52.88,3,0.0
50576,Siouville-Hague,LDIV,M,BOTTIN,Bertrand,UN NOUVEL ELAN POUR SIOUVILLE HAGUE,12,0.0,2.0,295.0,34.75,54.43,1,0.0
50602,Tourlaville,LSOC,M,LEPOITTEVIN,Gilbert,ENERGIE ACTION POUR TOURLAVILLE,24,0.0,7.0,2948.0,24.23,41.45,1,1.0
50616,Le Val-Saint-Père,LDIV,F,RIVIERE-DAILLENCOURT,Marie-Claire,NOTRE EXPERIENCE POUR UN NOUVEL ELAN,16,0.0,2.0,653.0,41.7,62.55,2,0.0
50639,Villedieu-les-Poêles,LUDI,M,LEMAÎTRE,Philippe,"POUR VILLEDIEU, AGISSONS ENSEMBLE",20,0.0,9.0,817.0,29.92,43.71,2,0.0
51055,Bétheny,LUG,M,WANSCHOOR,Alain,BETHENY ENSEMBLE,21,0.0,4.0,1392.0,27.67,42.99,1,1.0
51108,Châlons-en-Champagne,LUMP,M,APPARU,Benoist,J'AIME CHALONS GENERATION 2014,32,0.0,22.0,6588.0,25.84,46.49,2,0.0
51230,Epernay,LUD,M,LEROY,Franck,"AVEC FRANCK LEROY, NOTRE PRIORITE : EPERNAY !",28,0.0,23.0,3977.0,26.18,56.55,3,0.0
51262,Frignicourt,LDVD,M,THIERY,Florian,FRIGNICOURT AVEC VOUS POUR DEMAIN,14,0.0,2.0,428.0,28.63,42.67,3,0.0
51454,Reims,LUMP,M,ROBINET,Arnaud,ENSEMBLE POUR REIMS,44,0.0,28.0,25297.0,25.21,46.2,2,0.0
51531,Sermaize-les-Bains,LDVD,F,MILLOT,Martine,ENSEMBLE POUR SERMAIZE,14,0.0,4.0,437.0,30.14,43.83,2,0.0
51562,Taissy,LDVD,M,BARRIER,Patrice,"ENSEMBLE, AVANÇONS POUR TAISSY",14,0.0,2.0,567.0,32.11,46.4,1,0.0
