Code du département_x,Libellé du département,Nom de l'élu,Prénom de l'élu,Code commune,Libellé commune,Nuance Liste,D_elec_2020
33,Gironde,ZAMBON,Josiane,33434,Saint-Louis-de-Montferrand,,
33,Gironde,GERBEAU,Cédric,33435,Saint-Macaire,,
33,Gironde,DELONGEAS,Jean-Claude,33437,Saint-Magne-de-Castillon,,
33,Gironde,BERNARDET,Alain,33438,Saint-Maixant,,
33,Gironde,BOURREAU,Marcel,33439,Saint-Mariens,,
33,Gironde,BEDIS,Julien,33441,Saint-Martin-Lacaussade,,
33,Gironde,TAMARELLE,Christian,33448,Saint-Médard-d'Eyrans,,
33,Gironde,DELPEYRAT,Stéphane,33449,Saint-Médard-en-Jalles,LDVG,1.0
33,Gironde,BOURGADE,Laurence,33454,Saint-Morillon,,
33,Gironde,DENOYELLE,Stéphane,33463,Saint-Pierre-d'Aurillac,,
33,Gironde,LABAYLE,Patrick,33465,Saint-Pierre-de-Mons,,
33,Gironde,DUPUY,Stéphanie,33466,Saint-Quentin-de-Baron,,
33,Gironde,RAYNAUD,Serge,33471,Saint-Sauveur,,
33,Gironde,RENARD,Alain,33473,Saint-Savin,,
33,Gironde,BURTIN-DAUZAN,Nathalie,33474,Saint-Selve,,
33,Gironde,LAVAURE-CARDONA,Eveline,33478,Saint-Seurin-sur-l'Isle,,
33,Gironde,DUMONTEUIL,Yvan,33480,Saint-Sulpice-de-Faleyrens,,
33,Gironde,COTSAS,Pierre,33483,Saint-Sulpice-et-Cameyrac,LDIV,0.0
33,Gironde,GARDERE,Bruno,33484,Saint-Symphorien,,
33,Gironde,COLÈS,Max,33487,Saint-Vincent-de-Paul,,
33,Gironde,DUBERNET,Jean-Pierre,33490,Saint-Vivien-de-Médoc,,
33,Gironde,BERNARD,Didier,33492,Saint-Yzan-de-Soudiac,,
33,Gironde,FABER,Nathalie,33496,Salleboeuf,,
33,Gironde,BUREAU,Bruno,33498,Salles,LUG,1.0
33,Gironde,BOIZARD,Alain,33505,La Sauve,,
33,Gironde,MIQUEU,Christophe,33506,Sauveterre-de-Guyenne,,
33,Gironde,PINTAT,Xavier,33514,Soulac-sur-Mer,,
33,Gironde,PALIN,Karine,33517,Soussans,,
33,Gironde,SALLABERRY,Emmanuel,33522,Talence,LDVC,0.0
33,Gironde,MAULUN,Frédéric,33523,Targon,,
33,Gironde,TARIS,Roger,33525,Tauriac,,
33,Gironde,DAVET,Patrick,33529,La Teste-de-Buch,LDVD,0.0
33,Gironde,DAIRE,Christian,33533,Toulenne,,
33,Gironde,SOUBIE,Christian,33535,Tresses,LDVG,1.0
33,Gironde,LEGRAND,Jacques,33539,Vayres,LDVC,0.0
33,Gironde,BOURNEL,Pierre,33540,Vendays-Montalivet,,
33,Gironde,RIBAUVILLE,Corinne,33543,Verdelais,,
33,Gironde,BIDALUN,Jacques,33544,Le Verdon-sur-Mer,,
33,Gironde,TURON,Dominique,33545,Vertheuil,,
33,Gironde,BRETEAU,Patrick,33547,Villandraut,,
33,Gironde,VALEIX,Guillaume,33548,Villegouge,,
33,Gironde,BOURSEAU,Christiane,33553,Virsac,,
33,Gironde,MARTINEZ,Manuel,33555,Marcheprime,LDIV,0.0
34,Hérault,PALLIER,Ghislain,30325,Sumène,,
34,Hérault,ROUGEOT,Pierre-Jean,34001,Abeilhan,,
34,Hérault,LARIO,Patrick,34002,Adissan,,
34,Hérault,PASTOR,Christophe,34009,Alignan-du-Vent,,
34,Hérault,SALASC,Philippe,34010,Aniane,,
34,Hérault,AMALOU,Pierre,34012,Argelliers,,
34,Hérault,BERNARDI,Olivier,34013,Aspiran,,
34,Hérault,MEISSONNIER,Jean-Luc,34022,Baillargues,LDVD,0.0
34,Hérault,CANOVAS,Gérard,34023,Balaruc-les-Bains,LDVG,1.0
34,Hérault,CHAPLIN,Norbert,34024,Balaruc-le-Vieux,,
34,Hérault,BIOLA,Alain,34025,Bassan,,
34,Hérault,MOYNIER,Arnaud,34027,Beaulieu,,
34,Hérault,BARSSE,Francis,34028,Bédarieux,LDVG,1.0
34,Hérault,PEPIN-BONET,Stéphane,34031,Bessan,LDVD,0.0
34,Hérault,MÉNARD,Robert,34032,Béziers,LDVD,0.0
34,Hérault,FATACCIOLI,Loïc,34033,Boisseron,,
34,Hérault,CROS,Jean-Claude,34035,La Boissière,,
34,Hérault,ABELLA,Gérard,34037,Boujan-sur-Libron,,
34,Hérault,RAJA,Cédric,34039,Bouzigues,,
34,Hérault,MELIN,Anthony,34050,Candillargues,,
34,Hérault,REVEL,Claude,34051,Canet,LDIV,0.0
34,Hérault,POLARD,Pierre,34052,Capestang,,
34,Hérault,MICHEL,Didier,34056,Castelnau-de-Guers,,
34,Hérault,VASSAS MEJRI,Claudine,34058,Castries,LSOC,1.0
34,Hérault,DESPLAN,Jean-Charles,34063,Caux,,
34,Hérault,COMPAN,Pierre,34067,Cazilhac,,
34,Hérault,VIDAL,Philippe,34069,Cazouls-lès-Béziers,LDVG,1.0
34,Hérault,BRESSON,Didier,34073,Cers,,
34,Hérault,PONS,Marie-Pierre,34074,Cessenon-sur-Orb,,
34,Hérault,LACROIX,Jean-Claude,34076,Ceyras,,
34,Hérault,PENSO,Eric,34077,Clapiers,LDVG,1.0
34,Hérault,TOURRIER,Philippe,34078,Claret,,
34,Hérault,BESSIERE,Gérard,34079,Clermont-l'Hérault,LDIV,0.0
34,Hérault,CARALP,Alain,34081,Colombiers,,
34,Hérault,FLOUTARD,Daniel,34082,Combaillaux,,
34,Hérault,GELLY,Bertrand,34084,Corneilhan,,
34,Hérault,ILLAIRE,Régine,34087,Cournonsec,,
34,Hérault,ARS,William,34088,Cournonterral,LDIV,0.0
34,Hérault,BRUNET,Laurent,34089,Creissan,,
34,Hérault,CHAMPAY,Stéphane,34090,Le Crès,LDVD,0.0
34,Hérault,LLOP,Christophe,34094,Espondeilhan,,
34,Hérault,MARTINIER,Jacques,34095,Fabrègues,LDVD,0.0
34,Hérault,GAUDY,Vincent,34101,Florensac,LSOC,1.0
34,Hérault,BRUN,Olivier,34103,Fontès,,
34,Hérault,ARROUY,Michel,34108,Frontignan,LDVG,1.0
34,Hérault,FRATISSIER,Michel,34111,Ganges,LDVG,1.0
34,Hérault,STOECKLIN,Marcel,34113,Gigean,LDVD,0.0
34,Hérault,SOTO,Jean-François,34114,Gignac,LDVG,1.0
34,Hérault,REVOL,René,34116,Grabels,LDVG,1.0
34,Hérault,LAFAURIE,Jean-Louis,34119,Hérépian,,
34,Hérault,CALVAT,Renaud,34120,Jacou,LDVG,1.0
34,Hérault,SAVY,Jean-Luc,34123,Juvignac,LDIV,0.0
34,Hérault,DALERY,Guillaume,34126,Lamalou-les-Bains,,
34,Hérault,CARLIER,Michel,34127,Lansargues,,
34,Hérault,CIRIBINO,Pierrick,34128,Laroque,,
34,Hérault,MEUNIER,Cyril,34129,Lattes,LDVG,1.0
34,Hérault,ANGLADE,François,34130,Laurens,,
34,Hérault,CAIZERGUES,Roger,34134,Lavérune,,
34,Hérault,GUIBBERT,Jean-François,34135,Lespignan,,
34,Hérault,BOUYALA,Rémi,34136,Lézignan-la-Cèbe,,
34,Hérault,GELY,Robert,34139,Lieuran-lès-Béziers,,
34,Hérault,LÉVÊQUE,Gaëlle,34142,Lodève,LDVG,1.0
34,Hérault,VIDAL,Alain,34143,Loupian,,
34,Hérault,FENOY,Fabrice,34146,Lunel-Viel,LDIV,0.0
34,Hérault,SIMO-CAZENAVE,Jean-Pierre,34147,Magalas,,
34,Hérault,PUCHE,Marlène,34148,Maraussan,LDVG,1.0
34,Hérault,MICHEL,Yves,34150,Marseillan,LDVD,0.0
34,Hérault,SPEZIALE,Patrice,34151,Marsillargues,LDVG,1.0
34,Hérault,BARBE,Alain,34153,Les Matelles,,
34,Hérault,BOURREL,Yvon,34154,Mauguio,LDVG,1.0
34,Hérault,SEGUY,Christian,34155,Maureilhan,,
34,Hérault,BAËZA,Thierry,34157,Mèze,LDVC,0.0
34,Hérault,DURAND,Christophe,34159,Mireval,,
34,Hérault,CASTAN,Alain,34161,Montady,LDVG,1.0
34,Hérault,LLOPIS,Yann,34162,Montagnac,LDVD,0.0
34,Hérault,PUGENS,Jean-Pierre,34163,Montarnaud,LDVG,1.0
34,Hérault,RIBES,Josian,34165,Montbazin,,
34,Hérault,ALLINGRI,Claude,34166,Montblanc,,
34,Hérault,DEVOISSELLE,Brigitte,34169,Montferrier-sur-Lez,LDVD,0.0
34,Hérault,DELAFOSSE,Michaël,34172,Montpellier,LDVG,1.0
34,Hérault,CARCELLER,Claude,34173,Montpeyroux,,
34,Hérault,HAGER,Sylvain,34178,Murviel-lès-Béziers,,
34,Hérault,TOUZARD,Isabelle,34179,Murviel-lès-Montpellier,,
34,Hérault,BARDEAU,Francis,34180,Nébian,,
34,Hérault,ASTRUC,David,34181,Neffiès,,
34,Hérault,SICARD,Edgard,34182,Nézignan-l'Evêque,,
34,Hérault,CROS,Pierre,34183,Nissan-lez-Enserune,LDVG,1.0
34,Hérault,LOUIS,Luc,34189,Olonzac,,
34,Hérault,JEANJEAN,Christian,34192,Palavas-les-Flots,LDVD,0.0
34,Hérault,VALERO,Claude,34194,Paulhan,LDIV,0.0
34,Hérault,SILHOL,Isabelle,34197,Péret,,
34,Hérault,RICO,Jean-Pierre,34198,Pérols,LUDI,0.0
34,Hérault,RIVIERE,Armand,34199,Pézenas,LDVG,1.0
34,Hérault,CASSAR,Michelle,34202,Pignan,LDVG,1.0
34,Hérault,ISERN,Nicolas,34203,Pinet,,
34,Hérault,FERNANDO,Béatrice,34204,Plaissan,,
34,Hérault,DURBAN,Laurent,34207,Pomérols,,
34,Hérault,CHAUDOIR,Gwendoline,34209,Portiragnes,,
34,Hérault,BARRAL,Thibaut,34210,Le Pouget,,
34,Hérault,ROBIN,Yves,34211,Le Poujol-sur-Orb,,
34,Hérault,SANCHEZ,Florence,34213,Poussan,LDVG,1.0
34,Hérault,ROUCAYROL,Guy,34214,Pouzolles,,
34,Hérault,BRAU,Florence,34217,Prades-le-Lez,LECO,1.0
34,Hérault,BARTHES,Daniel,34223,Puimisson,,
34,Hérault,FARENC,Michel,34224,Puissalicon,,
34,Hérault,BADENAS,Jean-Noël,34225,Puisserguier,,
34,Hérault,RIVAYRAND,Gilbert,34226,Quarante,,
34,Hérault,BALAZUN,Geniès,34227,Restinclières,,
34,Hérault,BLANQUEFORT,Jean,34237,Roujan,,
34,Hérault,GABAUDAN,Jean-Pierre,34239,Saint-André-de-Sangonis,LDIV,0.0
34,Hérault,HUGUES,Alain,34240,Saint-Aunès,,
34,Hérault,MATHERON,Françoise,34242,Saint-Bauzille-de-Montmel,,
34,Hérault,ALLE,Oscar,34243,Saint-Bauzille-de-Putois,,
34,Hérault,JAOUL,Laurent,34244,Saint-Brès,,
34,Hérault,COMBES,Catherine,34245,Saint-Chinian,,
34,Hérault,ESTEBAN,Jean-Jacques,34246,Entre-Vignes,,
34,Hérault,GALABRUN-BOULBES,Jackie,34249,Saint-Drézéry,,
34,Hérault,RODRIGUEZ,Joseph,34254,Saint-Félix-de-Lodez,,
34,Hérault,LERNOUT,Michèle,34255,Saint-Gély-du-Fesc,LDVD,0.0
34,Hérault,PELLET,Yvon,34256,Saint-Geniès-des-Mourgues,,
34,Hérault,GAYSSOT,Lionel,34258,Saint-Geniès-de-Fontedit,,
34,Hérault,AUDRIN,Jean-François,34259,Saint-Georges-d'Orques,LDVD,0.0
34,Hérault,DELIEUZE,Pascal,34267,Saint-Jean-de-Fos,,
34,Hérault,RIO,François,34270,Saint-Jean-de-Védas,LDVG,1.0
34,Hérault,BRUNEL,Gérard,34274,Saint-Martin-de-Londres,,
34,Hérault,LOPEZ,Jérôme,34276,Saint-Mathieu-de-Tréviers,LSOC,1.0
34,Hérault,DARMANIN,Jean-Luc,34281,Saint-Pargoire,,
34,Hérault,BERTOLINI,Jean-Pierre,34282,Saint-Paul-et-Valmalle,,
34,Hérault,ARROUCHE,André,34284,Saint-Pons-de-Thomières,,
34,Hérault,AUGÉ,Jean,34289,Saint-Thibéry,,
34,Hérault,VERA,Joël,34295,Saussan,,
34,Hérault,DE MONTGOLFIER,Isabelle,34296,Saussines,,
34,Hérault,AURIOL,Bernard,34298,Sauvian,LDVD,0.0
34,Hérault,LACAS,Frédéric,34299,Sérignan,LDVD,0.0
34,Hérault,THOMAS,Christophe,34300,Servian,LDVD,0.0
34,Hérault,LLORET,Eliane,34307,Sussargues,,
34,Hérault,BASCOU,Eric,34309,Teyran,LDIV,0.0
34,Hérault,DURO,Alain,34310,Thézan-lès-Béziers,,
34,Hérault,PUCHE,Lionel,34311,Tourbes,,
34,Hérault,SALLETTES,Bernard,34312,La Tour-sur-Orb,,
34,Hérault,ALMALLAK,Hussam,34320,Vailhauquès,,
34,Hérault,BALLESTER,Daniel,34324,Valras-Plage,LDVD,0.0
34,Hérault,LOUP,Michel,34325,Valros,,
34,Hérault,LAURET,Guy,34327,Vendargues,LDVD,0.0
34,Hérault,CABLAT,David,34328,Vendémian,,
34,Hérault,PEREZ,Jean-Pierre,34329,Vendres,,
34,Hérault,DARTIER,Jordan,34332,Vias,LDVD,0.0
34,Hérault,FERRIER,Magali,34333,Vic-la-Gardiole,,
34,Hérault,SOLANS,Fabrice,34336,Villeneuve-lès-Béziers,LECO,1.0
34,Hérault,NEGRET,Véronique,34337,Villeneuve-lès-Maguelone,LDVG,1.0
34,Hérault,NAVAS,Jean-Pierre,34340,Villetelle,,
34,Hérault,DURAND,Anne,34343,Viols-le-Fort,,
35,Ille-Et-Vilaine,BRIAND,Delphine,22094,Lancieux,,
35,Ille-Et-Vilaine,CARO,Eugène,22209,Beaussais-sur-Mer,LDVD,0.0
35,Ille-Et-Vilaine,DEHAESE,Olivier,35001,Acigné,LDVG,1.0
35,Ille-Et-Vilaine,GODET,Loïc,35002,Amanlis,,
35,Ille-Et-Vilaine,HOUDUS,Emmanuel,35004,Val-Couesnon,LDVC,0.0
35,Ille-Et-Vilaine,BÉVIÈRE,Jean-Noël,35006,Argentré-du-Plessis,LDVD,0.0
35,Ille-Et-Vilaine,BOURDAIS,Olivier,35009,Baguer-Morvan,,
35,Ille-Et-Vilaine,DUGUÉPÉROUX,Sylvie,35010,Baguer-Pican,,
35,Ille-Et-Vilaine,BARRE,Daniel,35013,Bains-sur-Oust,,
35,Ille-Et-Vilaine,CLOUET,Nathalie,35014,Bais,,
35,Ille-Et-Vilaine,DOUABIN,Stéphane,35015,Balazé,,
35,Ille-Et-Vilaine,BOIVENT,Joseph,35018,La Bazouge-du-Désert,,
35,Ille-Et-Vilaine,HERVÉ,Pascal,35019,Bazouges-la-Pérouse,,
35,Ille-Et-Vilaine,IDLAS,Stéphane,35021,Beaucé,,
35,Ille-Et-Vilaine,THÉBAULT,Joseph,35023,Bédée,LDVD,0.0
35,Ille-Et-Vilaine,BESSERVE,Laurence,35024,Betton,LSOC,1.0
35,Ille-Et-Vilaine,BALLUAIS,Daniel,35025,Billé,,
35,Ille-Et-Vilaine,PIEDVACHE,Bernard,35027,Boisgervilly,,
35,Ille-Et-Vilaine,PIOT,Marcel,35029,Bonnemain,,
35,Ille-Et-Vilaine,PIQUET,Stéphane,35031,La Bouëxière,LDVG,1.0
35,Ille-Et-Vilaine,MORVAN,Franck,35032,Bourgbarré,LDIV,0.0
35,Ille-Et-Vilaine,LEPRÊTRE,Christian,35033,Bourg-des-Comptes,,
35,Ille-Et-Vilaine,FAUVEL,Christine,35034,La Boussac,,
35,Ille-Et-Vilaine,ETHORÉ,Bernard,35037,Bréal-sous-Montfort,LDVD,0.0
35,Ille-Et-Vilaine,CHEVANCE,Christophe,35039,Brécé,,
35,Ille-Et-Vilaine,OZOUX,Isabelle,35040,Breteil,LDIV,0.0
35,Ille-Et-Vilaine,SALMON,Philippe,35047,Bruz,LDVG,1.0
35,Ille-Et-Vilaine,MAHIEU,Pierre-Yves,35049,Cancale,LDVD,0.0
35,Ille-Et-Vilaine,SAVIGNAC,Jean-Pierre,35051,Cesson-Sévigné,LDVC,0.0
35,Ille-Et-Vilaine,MINIER,Vincent,35054,Chanteloup,,
35,Ille-Et-Vilaine,DREUSLIN,Gilles,35055,Chantepie,LUG,1.0
35,Ille-Et-Vilaine,MORAZIN,Roger,35057,La Chapelle-Bouëxic,,
35,Ille-Et-Vilaine,PINAULT,Pascal,35058,La Chapelle-Chaussée,,
35,Ille-Et-Vilaine,HERVIOU,Patrick,35060,La Chapelle-du-Lou-du-Lac,,
35,Ille-Et-Vilaine,FORÊT,Alain,35062,La Chapelle-Janson,,
35,Ille-Et-Vilaine,ARMAND,Régine,35065,La Chapelle-Thouarault,,
35,Ille-Et-Vilaine,BONNIN,Philippe,35066,Chartres-de-Bretagne,LDVG,1.0
35,Ille-Et-Vilaine,MICHOT,Benoît,35067,Chasné-sur-Illet,,
35,Ille-Et-Vilaine,REGNIER,Teddy,35068,Châteaubourg,LDVC,0.0
35,Ille-Et-Vilaine,RENAULT,Yves,35069,Châteaugiron,LDIV,0.0
35,Ille-Et-Vilaine,MASSERON,Joël,35070,Châteauneuf-d'Ille-et-Vilaine,,
35,Ille-Et-Vilaine,DUVEL,Jean-Luc,35072,Châtillon-en-Vendelais,,
35,Ille-Et-Vilaine,BOUILLON,René,35076,Chavagne,LDVG,1.0
35,Ille-Et-Vilaine,VINCENT,Sandrine,35079,Chevaigné,,
35,Ille-Et-Vilaine,RUELLO,Jacques,35080,Cintré,,
35,Ille-Et-Vilaine,GALLARD,Luc,35082,Coësmes,,
35,Ille-Et-Vilaine,LE BESCO,Joël,35085,Combourg,LDVD,0.0
35,Ille-Et-Vilaine,PRIGENT,Alain,35088,Corps-Nuds,,
35,Ille-Et-Vilaine,GENDROT,Daniel,35090,Crévin,,
35,Ille-Et-Vilaine,SALMON,Arnaud,35093,Dinard,LDVD,0.0
35,Ille-Et-Vilaine,RAPINEL,Denis,35095,Dol-de-Bretagne,LDVC,0.0
35,Ille-Et-Vilaine,RENOU,Bernard,35096,Domagné,,
35,Ille-Et-Vilaine,OLIVIER,Christian,35097,Domalain,,
35,Ille-Et-Vilaine,BERTON,Jean-Éric,35098,La Dominelais,,
35,Ille-Et-Vilaine,LECHÂBLE,Jacky,35099,Domloup,LDIV,0.0
35,Ille-Et-Vilaine,MAILLARD,Michel,35101,Dourdain,,
35,Ille-Et-Vilaine,RAMÉ-PRUNAUX,Sylvie,35104,Epiniac,,
35,Ille-Et-Vilaine,ERRARD,Michel,35105,Erbrée,,
35,Ille-Et-Vilaine,BERTIN,Isabelle,35106,Ercé-en-Lamée,,
35,Ille-Et-Vilaine,CHEVESTRIER,Bertrand,35107,Ercé-près-Liffré,,
35,Ille-Et-Vilaine,GESLIN,Joseph,35108,Essé,,
35,Ille-Et-Vilaine,MORICE,Marie-Christine,35109,Etrelles,,
35,Ille-Et-Vilaine,FEUVRIER,Louis,35115,Fougères,LDVC,0.0
35,Ille-Et-Vilaine,POUSSIN,Eric,35116,La Fresnais,,
35,Ille-Et-Vilaine,LEVREL,Denis,35117,Gaël,,
35,Ille-Et-Vilaine,LAVASTRE,Isabelle,35118,Gahard,,
35,Ille-Et-Vilaine,ROUAULT,Jean-Claude,35120,Gévezé,LDVD,0.0
35,Ille-Et-Vilaine,DUPIRE,Jean,35121,Gosné,,
35,Ille-Et-Vilaine,HAMEL,Joël,35122,La Gouesnière,,
35,Ille-Et-Vilaine,SAULNIER,Norbert,35123,Goven,LDVG,1.0
35,Ille-Et-Vilaine,DRÉAN,Nadine,35124,Grand-Fougeray,,
35,Ille-Et-Vilaine,GUIHENEUX,Elisabeth,35125,La Guerche-de-Bretagne,LDVC,0.0
35,Ille-Et-Vilaine,DELAMARRE,Dominique,35126,Guichen,LDVD,0.0
35,Ille-Et-Vilaine,LEFEUVRE,Evelyne,35127,Guignen,LDVC,0.0
35,Ille-Et-Vilaine,JOUCAN,Isabelle,35128,Guipel,,
35,Ille-Et-Vilaine,CHOUAN,André,35131,L'Hermitage,LDVG,1.0
35,Ille-Et-Vilaine,HARDOUIN,Michel,35132,Hirel,,
35,Ille-Et-Vilaine,MARTINS,Christophe,35133,Iffendic,LDVG,1.0
35,Ille-Et-Vilaine,LE BOUQUIN,Mickaël,35135,Irodouër,,
35,Ille-Et-Vilaine,PARIS,Hubert,35136,Janzé,LDVG,1.0
35,Ille-Et-Vilaine,DELAUNAY,Bernard,35137,Javené,,
35,Ille-Et-Vilaine,PHILIPOT,André,35138,Laignelet,,
35,Ille-Et-Vilaine,LOUAPRE,Françoise,35139,Laillé,LDVG,1.0
35,Ille-Et-Vilaine,ESNAULT,Franck,35142,Landéan,,
35,Ille-Et-Vilaine,COLLÉAUX,Jean Yves,35145,Langon,,
35,Ille-Et-Vilaine,LE CHÉNÉCHAL,Didier,35149,Lassy,,
35,Ille-Et-Vilaine,PERRIN,Anne,35150,Lécousse,,
35,Ille-Et-Vilaine,BEGUE,Guillaume,35152,Liffré,LDVG,1.0
35,Ille-Et-Vilaine,FRAUD,Emmanuel,35154,Livré-sur-Changeon,,
35,Ille-Et-Vilaine,PIGEON,Thierry,35161,Louvigné-de-Bais,,
35,Ille-Et-Vilaine,OGER,Jean-Pierre,35162,Louvigné-du-Désert,,
35,Ille-Et-Vilaine,BALLUAIS,Michel,35163,Luitré-Dompierre,,
35,Ille-Et-Vilaine,MOUSSU,Thérèse,35166,Marpiré,,
35,Ille-Et-Vilaine,HENRY,Patrick,35167,Martigné-Ferchaud,,
35,Ille-Et-Vilaine,REBOUX,Pierre-Yves,35168,Val d'Anast,LDVC,0.0
35,Ille-Et-Vilaine,PRIOUL,Ange,35169,Maxent,,
35,Ille-Et-Vilaine,COLLET,Serge,35171,Médréac,,
35,Ille-Et-Vilaine,DUMAS,Georges,35172,Meillac,,
35,Ille-Et-Vilaine,JAOUEN,Claude,35173,Melesse,LDVG,1.0
35,Ille-Et-Vilaine,INIZAN,Jean Yves,35175,Mernel,,
35,Ille-Et-Vilaine,BEAUJOUAN,Thierry,35176,Guipry-Messac,LDVG,1.0
35,Ille-Et-Vilaine,GORIAUX,Pascal,35177,La Mézière,LDVG,1.0
35,Ille-Et-Vilaine,BARBETTE,Olivier,35178,Mézières-sur-Couesnon,,
35,Ille-Et-Vilaine,COMPAIN,Olivier,35179,Miniac-Morvan,LDVC,0.0
35,Ille-Et-Vilaine,SARDIN,Sylvie,35181,Le Minihic-sur-Rance,,
35,Ille-Et-Vilaine,JALU,Serge,35184,Montauban-de-Bretagne,LDVG,1.0
35,Ille-Et-Vilaine,SOLIER,Marie-Elisabeth,35186,Mont-Dol,,
35,Ille-Et-Vilaine,DUAULT,Michel,35187,Monterfil,,
35,Ille-Et-Vilaine,DALINO,Fabrice,35188,Montfort-sur-Meu,LDVG,1.0
35,Ille-Et-Vilaine,PRIZE,Laurent,35189,Montgermont,,
35,Ille-Et-Vilaine,HENRY,Lionel,35193,Montreuil-le-Gast,,
35,Ille-Et-Vilaine,MÉNAGER,Louis,35194,Montreuil-sous-Pérouse,,
35,Ille-Et-Vilaine,TAILLARD,Yvon,35195,Montreuil-sur-Ille,,
35,Ille-Et-Vilaine,LE BIHAN,Thierry,35196,Mordelles,LDIV,0.0
35,Ille-Et-Vilaine,BOUGEOT,Frédéric,35197,Mouazé,,
35,Ille-Et-Vilaine,MARTIN,Frédéric,35202,La Noë-Blanche,,
35,Ille-Et-Vilaine,LEGAGNEUR,Jean-Marc,35204,Nouvoitou,,
35,Ille-Et-Vilaine,GUERET,Sébastien,35206,Noyal-Châtillon-sur-Seiche,LDVG,1.0
35,Ille-Et-Vilaine,MURET-BAUDOIN,Marielle,35207,Noyal-sur-Vilaine,LDVD,0.0
35,Ille-Et-Vilaine,COCHAUD,Yannick,35208,Orgères,LDIV,0.0
35,Ille-Et-Vilaine,DEPOUEZ,Hervé,35210,Pacé,LDVD,0.0
35,Ille-Et-Vilaine,LEFEUVRE,Alain,35211,Paimpont,,
35,Ille-Et-Vilaine,PILARD,Jean-François,35212,Pancé,,
35,Ille-Et-Vilaine,GUILLARD,Hervé,35215,Parigné,,
35,Ille-Et-Vilaine,BETTAL,Khalil,35216,Parthenay-de-Bretagne,,
35,Ille-Et-Vilaine,PICHOT,Franck,35219,Pipriac,LDVG,1.0
35,Ille-Et-Vilaine,DENIEUL,Dominique,35220,Piré-Chancé,,
35,Ille-Et-Vilaine,BOURASSEAU,Eric,35221,Pléchâtel,,
35,Ille-Et-Vilaine,THEBAULT,Louis,35222,Pleine-Fougères,,
35,Ille-Et-Vilaine,DOUTÉ-BOUTON,Murielle,35223,Plélan-le-Grand,LDIV,0.0
35,Ille-Et-Vilaine,BEAUDOIN,Jean-Luc,35224,Plerguer,,
35,Ille-Et-Vilaine,RÉGEARD,Loïc,35226,Pleugueneuc,,
35,Ille-Et-Vilaine,BEZIER,Sophie,35228,Pleurtuit,LDVD,0.0
35,Ille-Et-Vilaine,MARTIN,Frédéric,35229,Pocé-les-Bois,,
35,Ille-Et-Vilaine,RINFRAY,Guy,35231,Poligné,,
35,Ille-Et-Vilaine,GAMBLIN,Marie-Madeleine,35233,Québriac,,
35,Ille-Et-Vilaine,LORAND,Hubert,35234,Quédillac,,
35,Ille-Et-Vilaine,DUCHENE,Pascal,35236,Redon,LDVD,0.0
35,Ille-Et-Vilaine,BAUDY,Patrick,35237,Renac,,
35,Ille-Et-Vilaine,APPÉRÉ,Nathalie,35238,Rennes,LUG,1.0
35,Ille-Et-Vilaine,RESTIF,Thierry,35239,Retiers,LDVC,0.0
35,Ille-Et-Vilaine,CONTIN,Pierre,35241,La Richardais,,
35,Ille-Et-Vilaine,PARLOT,Cécile,35243,Romagné,,
35,Ille-Et-Vilaine,DAUCÉ,Henri,35245,Romillé,LDIV,0.0
35,Ille-Et-Vilaine,MAINSARD,François,35246,Roz-Landrieux,,
35,Ille-Et-Vilaine,FAMBON,Christophe,35247,Roz-sur-Couesnon,,
35,Ille-Et-Vilaine,GAUDICHON,Jean-Michel,35249,Sainte-Anne-sur-Vilaine,,
35,Ille-Et-Vilaine,MADIOT,Morgane,35250,Saint-Armel,,
35,Ille-Et-Vilaine,RICHARD,Jacques,35251,Saint-Aubin-d'Aubigné,LDIV,0.0
35,Ille-Et-Vilaine,BEGASSE,Jérôme,35253,Saint-Aubin-du-Cormier,LDIV,0.0
35,Ille-Et-Vilaine,JANVIER,Thomas,35257,Maen-Roch,LDVC,0.0
35,Ille-Et-Vilaine,GOBICHON,Jean-François,35259,Saint-Broladre,,
35,Ille-Et-Vilaine,FREDOU,Jean-Michel,35263,Saint-Coulomb,,
35,Ille-Et-Vilaine,JOUAULT,Joseph,35264,Saint-Didier,,
35,Ille-Et-Vilaine,SOHIER,Benoît,35265,Saint-Domineuc,,
35,Ille-Et-Vilaine,POLLET,Matthieu,35266,Saint-Erblon,,
35,Ille-Et-Vilaine,BOUCHER,Marie-Claire,35271,Saint-Georges-de-Reintembault,,
35,Ille-Et-Vilaine,THEBAULT,Philippe,35275,Saint-Gilles,LDVG,1.0
35,Ille-Et-Vilaine,SIMON,Pascal,35279,Saint-Guinoux,,
35,Ille-Et-Vilaine,HAMARD,Claude,35280,Saint-Hilaire-des-Landes,,
35,Ille-Et-Vilaine,DUCAMIN,Marie,35281,Saint-Jacques-de-la-Lande,LUG,1.0
35,Ille-Et-Vilaine,LEBOUVIER,David,35282,Rives-du-Couesnon,,
35,Ille-Et-Vilaine,FAUVEL,Marc,35283,Saint-Jean-sur-Vilaine,,
35,Ille-Et-Vilaine,FERRET,Marie-France,35284,Saint-Jouan-des-Guérets,,
35,Ille-Et-Vilaine,MAHE,Daniel,35285,Saint-Just,,
35,Ille-Et-Vilaine,PENHOUET,Michel,35287,Saint-Lunaire,,
