Code du département_x,Libellé du département,Nom de l'élu,Prénom de l'élu,Code commune,Libellé commune,Nuance Liste,D_elec_2020
45,Loiret,LEGUET,Thierry,45261,Rebréchien,,
45,Loiret,CUILLERIER,Frédéric,45269,Saint-Ay,,
45,Loiret,BURGEVIN,Gilles,45270,Saint-Benoît-sur-Loire,,
45,Loiret,MICHAUT,Vincent,45272,Saint-Cyr-en-Val,,
45,Loiret,MARTIN,Arnauld,45273,Saint-Denis-de-l'Hôtel,,
45,Loiret,LUBET,Marie-Philippe,45274,Saint-Denis-en-Val,LDVD,0.0
45,Loiret,BETHOUL,Christophe,45279,Saint-Germain-des-Prés,,
45,Loiret,BOULOGNE,Didier,45280,Saint-Gondon,,
45,Loiret,CHOUIN,Stéphane,45282,Saint-Hilaire-Saint-Mesmin,,
45,Loiret,SLIMANI,Vanessa,45284,Saint-Jean-de-Braye,LDVG,1.0
45,Loiret,VAN BELLE,Jacques Christian,45289,Saint-Lyé-la-Forêt,,
45,Loiret,TURPIN,Joël,45290,Saint-Martin-d'Abbat,,
45,Loiret,CHENUET,Patrick,45291,Saint-Martin-sur-Ocre,,
45,Loiret,LELIEVRE,Gérard,45293,Saint-Maurice-sur-Fessard,,
45,Loiret,FOULON,Patrick,45297,Saint-Père-sur-Loire,,
45,Loiret,JUTEAU,Pascal,45300,Sandillon,LDVD,0.0
45,Loiret,DELION,Pascal,45307,La Selle-sur-le-Bied,,
45,Loiret,BAUDE,Laurent,45308,Semoy,,
45,Loiret,BRUNEAU,James,45310,Sermaises,,
45,Loiret,RIGLET,Jean-Luc,45315,Sully-sur-Loire,LDVD,0.0
45,Loiret,ANTOINE,Jean-Paul,45317,Tavers,,
45,Loiret,LE GOFF,Noël,45324,Tigy,,
45,Loiret,PÉPION,Aymeric,45327,Traînou,,
45,Loiret,MOREAU,Patrick,45329,Triguères,,
45,Loiret,COUTEAU,Evelyne,45332,Varennes-Changy,,
45,Loiret,DESLANDES,Roger,45333,Vennecy,,
45,Loiret,SEMONSUT,Pascal,45335,Vienne-en-Val,,
45,Loiret,SERRANO,Denise,45338,Villemandeur,LDVD,0.0
45,Loiret,THOUVENIN,Daniel,45344,Villorceau,,
45,Loiret,BASCOP,Valérie,45345,Vimory,,
45,Loiret,DE BEAUREGARD,Arnaud,45346,Vitry-aux-Loges,,
46,Lot,BERARD,Stéphane,12052,Capdenac-Gare,LUG,1.0
46,Lot,BRU,Lambert,46015,Bagnac-sur-Célé,,
46,Lot,DELRIEU,Christian,46028,Bétaille,,
46,Lot,VIRATELLE,Jacques,46045,Cajarc,,
46,Lot,BATHEROSSE,Guy,46055,Capdenac,,
46,Lot,MARIN,Dominique,46063,Castelnau Montratier-Sainte Alauzie,,
46,Lot,FENNI,Habib,46083,Cressensac-Sarrazac,,
46,Lot,MELLINGER,André,46102,Figeac,LUG,1.0
46,Lot,COURTIN,Jean-Marie,46127,Gourdon,LDVC,0.0
46,Lot,SYLVESTRE,Michel,46128,Gramat,LUG,1.0
46,Lot,JARRY,Daniel,46137,Labastide-Marnhac,,
46,Lot,LEWICKI,Pascal,46143,Lacapelle-Marival,,
46,Lot,LUGOL,Liliane,46148,Lalbenque,,
46,Lot,PIASER,Bernard,46182,Luzech,,
46,Lot,DIZENGREMEL,Ludovic,46191,Mercuès,,
46,Lot,MOUGEOT,Jean-Paul,46197,Le Montat,,
46,Lot,LALABARDE,Alain,46201,Montcuq-en-Quercy-Blanc,,
46,Lot,MARRE,Denis,46224,Pradines,,
46,Lot,SIGAUD,Fabienne,46225,Prayssac,,
46,Lot,CIEPLAK,Pascale,46229,Puybrun,,
46,Lot,GUÉRIN,Serge,46231,Puy-l'Evêque,,
46,Lot,ALARY,Marielle,46232,Le Vignon-en-Quercy,,
46,Lot,BIZAT,Dominique,46251,Saint-Céré,,
46,Lot,DOLS,François,46297,Salviac,,
46,Lot,LIEBUS,Gilles,46309,Souillac,,
46,Lot,LABORIE,Francis,46311,Sousceyrac-en-Quercy,,
46,Lot,LAVERGNE-AZARD,Loïc,46330,Vayrac,,
46,Lot,FAVORY,Jean-Michel,46334,Le Vigan,,
47,Lot-Et-Garonne,DIONIS DU SÉJOUR,Jean,47001,Agen,LMDM,0.0
47,Lot-Et-Garonne,GIRARDI,Christian,47004,Aiguillon,LDVD,0.0
47,Lot-Et-Garonne,BONNET,Paul,47015,Astaffort,,
47,Lot-Et-Garonne,CAUSSE,Jean-Marc,47016,Aubiac,,
47,Lot-Et-Garonne,TONIN,Valérie,47021,Barbaste,,
47,Lot-Et-Garonne,PEZZUTTI,Christian,47024,Beaupuy,,
47,Lot-Et-Garonne,LUGUET,Pascale,47031,Boé,LDIV,0.0
47,Lot-Et-Garonne,LAMY,Laurence,47032,Bon-Encontre,LDVG,1.0
47,Lot-Et-Garonne,PONSOLLE,Joël,47040,Brax,,
47,Lot-Et-Garonne,MOLINIÉ,Jean-Louis,47043,Buzet-sur-Baïse,,
47,Lot-Et-Garonne,PICHARD,Elisabeth,47048,Cancon,,
47,Lot-Et-Garonne,GRENIER,Marie-Laure,47049,Casseneuil,,
47,Lot-Et-Garonne,GRIMA,Olivier,47051,Castelculier,,
47,Lot-Et-Garonne,CASTILLO,Julie,47052,Casteljaloux,LDIV,0.0
47,Lot-Et-Garonne,LALAURIE,Line,47054,Castelmoron-sur-Lot,,
47,Lot-Et-Garonne,SICAUD,Pierre,47057,Castillonnès,,
47,Lot-Et-Garonne,DAILLEDOUZE,François,47060,Caudecoste,,
47,Lot-Et-Garonne,PERAT,Michel,47065,Clairac,,
47,Lot-Et-Garonne,ARMAND,Jean-Luc,47068,Cocumont,,
47,Lot-Et-Garonne,DE SERMET,Pascal,47069,Colayrac-Saint-Cirq,,
47,Lot-Et-Garonne,CHAROLLAIS,Gilles,47075,La Croix-Blanche,,
47,Lot-Et-Garonne,DREUX,Bernadette,47086,Duras,,
47,Lot-Et-Garonne,GILLY,Jean Marc,47091,Estillac,,
47,Lot-Et-Garonne,DUBOS,Bruno,47100,Foulayronnes,LDVC,0.0
47,Lot-Et-Garonne,BILIRIT,Jacques,47101,Fourques-sur-Garonne,,
47,Lot-Et-Garonne,COSTES,Jean-Louis,47106,Fumel,LLR,0.0
47,Lot-Et-Garonne,JAMBON,Christian,47110,Gontaud-de-Nogaret,,
47,Lot-Et-Garonne,VERDIÉ,Yohan,47128,Lafox,,
47,Lot-Et-Garonne,BIASOTTO,Ludovic,47143,Lavardac,,
47,Lot-Et-Garonne,ROUSSEAU,Christian,47146,Lédat,,
47,Lot-Et-Garonne,HOCQUELET,Joël,47157,Marmande,LDVG,1.0
47,Lot-Et-Garonne,LAGARDE,Claude,47159,Le Mas-d'Agenais,,
47,Lot-Et-Garonne,POVEDA,Régine,47165,Meilhan-sur-Garonne,,
47,Lot-Et-Garonne,LAMBERT,Jacques,47167,Mézin,,
47,Lot-Et-Garonne,VACQUÉ,Jean-Noël,47168,Miramont-de-Guyenne,,
47,Lot-Et-Garonne,TANDONNET,Henri,47169,Moirax,,
47,Lot-Et-Garonne,FOUNAUD-VEYSSET,Nathalie,47175,Monflanquin,,
47,Lot-Et-Garonne,BROUILLET,Jean-Jacques,47179,Monsempron-Libos,,
47,Lot-Et-Garonne,SÉGALA,Jean-François,47185,Montayral,,
47,Lot-Et-Garonne,LACOMBE,Nicolas,47195,Nérac,LDVG,1.0
47,Lot-Et-Garonne,GARCIA,Francis,47201,Le Passage,LDVG,1.0
47,Lot-Et-Garonne,DEVILLIERS,Arnaud,47203,Penne-d'Agenais,,
47,Lot-Et-Garonne,DELBREL,Christian,47209,Pont-du-Casse,LDIV,0.0
47,Lot-Et-Garonne,LARROY,Jacques,47210,Port-Sainte-Marie,,
47,Lot-Et-Garonne,VENTADOUX,Yvon,47215,Pujols,LDVG,1.0
47,Lot-Et-Garonne,LAGAÜZERE,Gilles,47233,Sainte-Bazeille,,
47,Lot-Et-Garonne,PUDAL,Pierre-Jean,47252,Sainte-Livrade-sur-Lot,LDVD,0.0
47,Lot-Et-Garonne,BONADONA,Marie-José,47264,Saint-Pardoux-Isaac,,
47,Lot-Et-Garonne,BIHOUÉE,Yann,47280,Saint-Sylvestre-sur-Lot,,
47,Lot-Et-Garonne,BORIE,Daniel,47283,Saint-Vite,,
47,Lot-Et-Garonne,DREUIL,Jean,47300,Sérignac-sur-Garonne,,
47,Lot-Et-Garonne,SAINT-SIMON,Jean-Michel,47306,Le Temple-sur-Lot,,
47,Lot-Et-Garonne,RINAUDO,Dante,47310,Tonneins,LDVC,0.0
47,Lot-Et-Garonne,TONIN BENLLOCH,Laurence Emma,47318,Vianne,,
47,Lot-Et-Garonne,COURREGELONGUE,Christophe,47326,Virazeil,,
48,Lozère,ASTRUC,Alain,48009,Peyre-en-Aubrac,,
48,Lozère,RODRIGUES,David,48017,Banassac-Canilhac,,
48,Lozère,BEAURY,Pascal,48027,Mont Lozère et Goulet,,
48,Lozère,MALZAC,Claude,48034,La Canourgue,,
48,Lozère,ROCHOUX,Philippe,48039,Chanac,,
48,Lozère,THEROND,Flore,48061,Florac Trois Rivières,LDVG,1.0
48,Lozère,OZIOL,Marc,48080,Langogne,,
48,Lozère,BREMOND,Patricia,48092,Marvejols,LDVG,1.0
48,Lozère,BOUNIOL,Lionel,48099,Bourgs sur Colagne,,
48,Lozère,SAINT-LEGER,Francis,48127,Monts de Randon,,
48,Lozère,SOULIER,Samuel,48132,Saint-Alban-sur-Limagnole,,
48,Lozère,HUGON,Christine,48140,Saint-Chély-d'Apcher,LDVD,0.0
49,Maine-Et-Loire,HARRAULT,Jérôme,49002,Allonnes,,
49,Maine-Et-Loire,BECHU,Christophe,49007,Angers,LDVD,0.0
49,Maine-Et-Loire,HOUSSIN-SALVETAT,Caroline,49015,Avrillé,LDIV,0.0
49,Maine-Et-Loire,CHALOPIN,Philippe,49018,Baugé-en-Anjou,LDIV,0.0
49,Maine-Et-Loire,COLLIOT,Yves,49020,Beaucouzé,LDVG,1.0
49,Maine-Et-Loire,DOZIAS,Alain,49021,Beaufort-en-Anjou,LDIV,0.0
49,Maine-Et-Loire,AUBIN,Franck,49023,Beaupréau-en-Mauges,LDVC,0.0
49,Maine-Et-Loire,FOUCHEREAU,Marie-Ange,49026,Bécon-les-Granits,,
49,Maine-Et-Loire,CAILLEAU,Pierre-Marie,49027,Bégrolles-en-Mauges,,
49,Maine-Et-Loire,MAILLET,Véronique,49035,Bouchemaine,LDIV,0.0
49,Maine-Et-Loire,BOUCHER,Yves,49041,Brain-sur-Allonnes,,
49,Maine-Et-Loire,HIE,Arnaud,49048,Briollay,,
49,Maine-Et-Loire,SOURISSEAU,Sylvie,49050,Brissac-Loire-Aubance,LDIV,0.0
49,Maine-Et-Loire,CROSSOUARD,Pascal,49054,Candé,,
49,Maine-Et-Loire,CAILLEAU,Marc,49055,Cantenay-Epinard,,
49,Maine-Et-Loire,FROGER,Armel,49060,Bellevigne-les-Châteaux,LDIV,0.0
49,Maine-Et-Loire,MONNIER,Marie-Madeleine,49063,Chalonnes-sur-Loire,LDIV,0.0
49,Maine-Et-Loire,LÉVÊQUE,Valérie,49068,Champtocé-sur-Loire,,
49,Maine-Et-Loire,LÉZÉ,Maryline,49080,Les Hauts-d'Anjou,LDIV,0.0
49,Maine-Et-Loire,COCHARD,Jean-Pierre,49086,Terranjou,LDIV,0.0
49,Maine-Et-Loire,COUE,Françoise,49089,Chazé-sur-Argos,,
49,Maine-Et-Loire,MARTIN,Hervé,49092,Chemillé-en-Anjou,LDVD,0.0
49,Maine-Et-Loire,BOURDOULEIX,Gilles,49099,Cholet,LDVD,0.0
49,Maine-Et-Loire,TESTARD,Xavier,49109,Coron,,
49,Maine-Et-Loire,GUILLEUX,Jean-Philippe,49110,Corzé,,
49,Maine-Et-Loire,GUILLET,Priscille,49120,Denée,,
49,Maine-Et-Loire,PATTEE,Michel,49125,Doué-en-Anjou,LDIV,0.0
49,Maine-Et-Loire,FARION,Pascal,49127,Durtal,,
49,Maine-Et-Loire,CHIMIER,Denis,49129,Ecouflant,LDIV,0.0
49,Maine-Et-Loire,LAGLEYZE,David,49132,Etriché,,
49,Maine-Et-Loire,GENDRON,Sandro,49138,Les Bois-d'Anjou,,
49,Maine-Et-Loire,LION,Sandrine,49140,Fontevraud-l'Abbaye,,
49,Maine-Et-Loire,CRUBLEAU,Pascal,49155,Grez-Neuville,,
49,Maine-Et-Loire,TUSSEAU,Alain,49160,Ingrandes-Le-Fresne-sur-Loire,,
49,Maine-Et-Loire,MARQUET,Elisabeth,49163,Jarzé-Villages,,
49,Maine-Et-Loire,ARLUISON,Jean-Christophe,49167,Les Garennes-sur-Loire,LDIV,0.0
49,Maine-Et-Loire,CHIRON-PESNEL,Sylvie,49174,Huillé-Lézigné,,
49,Maine-Et-Loire,GLEMOT,Etienne,49176,Le Lion-d'Angers,LDIV,0.0
49,Maine-Et-Loire,MORTIER,Frédéric,49180,Longué-Jumelles,LDIV,0.0
49,Maine-Et-Loire,BOURCIER,Michel,49183,Val-d'Erdre-Auxence,LDIV,0.0
49,Maine-Et-Loire,HERVÉ,Dominique,49192,Maulévrier,,
49,Maine-Et-Loire,PICARD,Alain,49193,Le May-sur-Evre,LDVD,0.0
49,Maine-Et-Loire,POT,Christophe,49194,Mazé-Milon,LDIV,0.0
49,Maine-Et-Loire,SOURISSEAU,Guy,49195,Mazières-en-Mauges,,
49,Maine-Et-Loire,HÉBÉ,Jean-Pierre,49200,Longuenée-en-Anjou,LDIV,0.0
49,Maine-Et-Loire,GUERY,Tony,49201,La Ménitré,,
49,Maine-Et-Loire,BERNARD,Philippe,49211,Montilliers,,
49,Maine-Et-Loire,COCHET,Benoît,49214,Montreuil-Juigné,LDIV,0.0
49,Maine-Et-Loire,BONNIN,Marc,49215,Montreuil-Bellay,LDIV,0.0
49,Maine-Et-Loire,DOUGE,Christophe,49218,Montrevault-sur-Evre,LDVD,0.0
49,Maine-Et-Loire,CARDOEN,Jean-Marie,49220,Morannes-sur-Sarthe-Daumeray,LDIV,0.0
49,Maine-Et-Loire,BAUDONNIERE,Joëlle,49222,Mozé-sur-Louet,,
49,Maine-Et-Loire,DENIS,Adrien,49228,Noyant-Villages,LDIV,0.0
49,Maine-Et-Loire,PIET,Christophe,49231,Nuaillé,,
49,Maine-Et-Loire,BARBAULT,Sylvie,49240,La Plaine,,
49,Maine-Et-Loire,ABELLARD,Philippe,49241,Le Plessis-Grammoire,,
49,Maine-Et-Loire,PITON,Gilles,49244,Mauges-sur-Loire,LDVD,0.0
49,Maine-Et-Loire,PAVILLON,Jean-Paul,49246,Les Ponts-de-Cé,LDVG,1.0
49,Maine-Et-Loire,GENEVOIS,Jacques,49247,La Possonnière,,
49,Maine-Et-Loire,ESNAULT,Pierrick,49248,Ombrée-d'Anjou,LDIV,0.0
49,Maine-Et-Loire,ISABELLON,Isabelle,49253,Le Puy-Notre-Dame,,
49,Maine-Et-Loire,CHARRIER,Joëlle,49257,Les Rairies,,
49,Maine-Et-Loire,GUITTON,Josette,49260,La Romagne,,
49,Maine-Et-Loire,BREJEON,Dominique,49267,Saint-Barthélemy-d'Anjou,LDIV,0.0
49,Maine-Et-Loire,SÉNÉCAILLE,Sylvain,49269,Saint-Christophe-du-Bois,,
49,Maine-Et-Loire,VEYER,Philippe,49271,Saint-Clément-de-la-Place,,
49,Maine-Et-Loire,NIVELLE,Laurent,49272,Saint-Clément-des-Levées,,
49,Maine-Et-Loire,HEULIN,Paul,49278,Sainte-Gemmes-sur-Loire,,
49,Maine-Et-Loire,MAILLART,Philippe,49283,Saint-Georges-sur-Loire,LDIV,0.0
49,Maine-Et-Loire,BENETTA,Nicolas,49284,Saint-Germain-des-Prés,,
49,Maine-Et-Loire,GROSSET,Corinne,49294,Saint-Lambert-la-Potherie,,
49,Maine-Et-Loire,POQUIN,Franck,49298,Saint-Léger-de-Linières,LDIV,0.0
49,Maine-Et-Loire,OLIVARES,Jean-Paul,49299,Saint-Léger-sous-Cholet,,
49,Maine-Et-Loire,HUCHON,Didier,49301,Sèvremoine,LDVC,0.0
49,Maine-Et-Loire,PRONO,Jean-Charles,49307,Loire-Authion,LDVC,0.0
49,Maine-Et-Loire,FOREST,Dominique,49308,Saint-Melaine-sur-Aubance,,
49,Maine-Et-Loire,RUAULT,Christian,49311,Saint-Philbert-du-Peuple,,
49,Maine-Et-Loire,GOULET,Jackie,49328,Saumur,LDVG,1.0
49,Maine-Et-Loire,GIRAULT,Jérémy,49329,Savennières,,
49,Maine-Et-Loire,ESNAULT,Joël,49330,Sceaux-d'Anjou,,
49,Maine-Et-Loire,COQUEREAU,Geneviève,49331,Segré-en-Anjou-Bleu,LDIV,0.0
49,Maine-Et-Loire,BARRÉ,Guy,49332,La Séguinière,LDVD,0.0
49,Maine-Et-Loire,DE VILLOUTREYS,Thierry,49333,Seiches-sur-le-Loir,,
49,Maine-Et-Loire,BIAGI,Robert,49338,Soulaines-sur-Aubance,,
49,Maine-Et-Loire,RAIMBAULT,Jean-François,49339,Soulaire-et-Bourg,,
49,Maine-Et-Loire,LANDREAU,Dominique,49343,La Tessoualle,,
49,Maine-Et-Loire,LE BARS,Jean-Yves,49345,Bellevigne-en-Layon,LDIV,0.0
49,Maine-Et-Loire,GIRARD,Jean-Jacques,49347,Tiercé,LDIV,0.0
49,Maine-Et-Loire,PETIT,Gérard,49352,Toutlemonde,,
49,Maine-Et-Loire,DELAUNAY,Jacqueline,49355,Trémentines,,
49,Maine-Et-Loire,TALLUAU,Gilles,49361,Varennes-sur-Loire,,
49,Maine-Et-Loire,DELAMARE,Pierre-Yves,49362,Varrains,,
49,Maine-Et-Loire,BARDY,Fabrice,49364,Vaudelnay,,
49,Maine-Et-Loire,RIOU,Yamina,49367,Erdre-en-Anjou,LDIV,0.0
49,Maine-Et-Loire,BEILLARD,Sylvie,49369,Vernoil-le-Fourrier,,
49,Maine-Et-Loire,THOMAS,Médérick,49373,Lys-Haut-Layon,LDVD,0.0
49,Maine-Et-Loire,MIGLIERINA,Jean-François,49374,Villebernier,,
49,Maine-Et-Loire,GODIN,Éric,49377,Rives-du-Loir-en-Anjou,LDIV,0.0
49,Maine-Et-Loire,BERTRAND,Béatrice,49378,Vivy,,
49,Maine-Et-Loire,SECHET,Dominique,49381,Yzernay,,
50,Manche,DUTERTRE,Christian,50003,Agon-Coutainville,,
50,Manche,NICOLAS,David,50025,Avranches,LDVC,0.0
50,Manche,LELIÈVRE,Stéphane,50029,Barenton,,
50,Manche,LEGOUET,David,50031,Barneville-Carteret,,
50,Manche,MAHIER,Manuela,50041,La Hague,LDVG,1.0
50,Manche,TEYSSIER,Louis,50058,Blainville-sur-Mer,,
50,Manche,BRIERE,Alain,50066,Jullouville,,
50,Manche,AUBRAYS,Philippe,50074,Brécey,,
50,Manche,LÉCUREUIL,Daniel,50076,Bréhal,,
50,Manche,LEFER,Denis,50082,Bricquebec-en-Cotentin,LDVD,0.0
50,Manche,BOUGON,Hervé,50085,Bricqueville-sur-Mer,,
50,Manche,LEBEHOT,Jean-Marie,50095,Canisy,,
50,Manche,LHONNEUR,Jean-Pierre,50099,Carentan-les-Marais,LDVD,0.0
50,Manche,PAYEN,Jean-Paul,50109,Cérences,,
50,Manche,LEDOUIT,Jean-Pierre,50110,Cerisy-la-Forêt,,
50,Manche,OUTREQUIN,Patrick,50111,Cerisy-la-Salle,,
50,Manche,ARRIVÉ,Benoît,50129,Cherbourg-en-Cotentin,LSOC,1.0
50,Manche,PIEN,Laurent,50139,Condé-sur-Vire,LDVC,0.0
50,Manche,BOURDIN,Jean-Dominique,50147,Coutances,LDVC,0.0
50,Manche,GOURDIN,Sédrick,50149,Couville,,
50,Manche,LEMOIGNE,Henri,50151,Créances,,
50,Manche,MARTIN,Serge,50162,Digosville,,
50,Manche,JANNIÈRE,Louis,50164,Domjean,,
50,Manche,FAGNEN,Gaëlle,50165,Donville-les-Bains,,
50,Manche,LABICHE,Isabelle,50168,Ducey-les-Chéris,,
50,Manche,BELLIOT DELACOUR,Nicole,50178,Fermanville,,
50,Manche,VESVAL,Daniel,50185,Fleury,,
50,Manche,GOUJAT,Florence,50188,Folligny,,
50,Manche,MÉNARD,Gilles,50218,Granville,LDVC,0.0
50,Manche,LECLERE,Alain,50236,La Haye,LDVD,0.0
50,Manche,NAVARRET,Alain,50237,La Haye-Pesnel,,
50,Manche,ORVAIN,Jessie,50256,Isigny-le-Buat,,
50,Manche,TASSEL,Xavier,50260,Juvigny-les-Vallées,,
50,Manche,MAUBÉ,Stéphanie,50267,Lessay,,
50,Manche,RENAUD,Thierry,50273,Montsenelle,,
50,Manche,ROUSSEL,Elise,50288,Marcey-les-Grèves,,
50,Manche,LEMAZURIER,Fabrice,50292,Marigny-le-Lozon,,
50,Manche,MARIE,Jacky,50294,Martinvast,,
50,Manche,LANGLOIS,Pascal,50297,La Meauffe,,
50,Manche,MAUQUEST,Jean-Pierre,50341,Montebourg,,
50,Manche,QUESNEL,Bruno,50349,Montmartin-sur-Mer,,
50,Manche,DESSEROUER,Hervé,50359,Mortain-Bocage,,
50,Manche,LOUISE,Jean-Pierre,50363,Moyon-Villages,,
50,Manche,DOYÈRE,Joël,50388,Orval-sur-Sienne,,
50,Manche,GARNIER,Patrice,50391,Grandparigny,,
50,Manche,VARIN,Charly,50393,Percy-en-Normandie,,
50,Manche,DAUBE,Gabriel,50394,Périers,,
50,Manche,PERROTTE,Marie-Hélène,50400,Picauville,,
50,Manche,BIHEL,Catherine,50402,Les Pieux,,
50,Manche,LEFORESTIER,Noëlle,50403,Pirou,,
50,Manche,RICHOMME,Michel,50409,Pont-Hébert,,
50,Manche,BELLOIR,André-Jean,50410,Pontorson,LDVD,0.0
50,Manche,GEYELIN,Guy,50419,Quettreville-sur-Sienne,,
50,Manche,LEFEVRE,Hubert,50425,Rauville-la-Bigot,,
50,Manche,BAUGÉ,Marie-Josèphe,50431,Remilly-les-Marais,,
50,Manche,ASSELINE,Yves,50433,Réville,,
50,Manche,ARMAND,Thierry,50436,Romagny-Fontenay,,
50,Manche,LEBOUVIER,Jean,50444,Saint Amand Villages,,
50,Manche,BOUVET,Jacky,50484,Saint-Hilaire-du-Harcouët,LDVD,0.0
50,Manche,JUQUIN,David,50487,Saint-James,LDVD,0.0
50,Manche,FAUVEL,Marie-Pierre,50492,Saint-Jean-d'Elle,,
50,Manche,HERSENT,Catherine,50493,Saint-Jean-des-Champs,,
50,Manche,LEJEUNE,Emmanuelle,50502,Saint-Lô,LDIV,0.0
50,Manche,HOLLEY,Alain,50523,Sainte-Mère-Eglise,,
50,Manche,LE JOSSIC,Annaïg,50532,Saint-Pair-sur-Mer,LDVD,0.0
50,Manche,DENIS,Daniel,50539,Saint-Pierre-Eglise,,
50,Manche,QUESNEL,Alain,50541,Saint-Planchers,,
50,Manche,GRALL,Stephane,50543,Saint-Quentin-sur-le-Homme,,
50,Manche,JAVALET,Claude,50546,Bourgvallées,,
50,Manche,GIGAN,Aurélie,50550,Saint-Sauveur-Villages,LDIV,0.0
50,Manche,BRIENS,Eric,50551,Saint-Sauveur-le-Vicomte,,
50,Manche,DOUCET,Gilbert,50562,Saint-Vaast-la-Hougue,,
50,Manche,JACQUET,Jean-Pierre,50564,Terre-et-Marais,,
50,Manche,LAMBERT,Gaëtan,50565,Sartilly-Baie Bocage,,
50,Manche,CHANTELOUP,Denis,50576,Siouville-Hague,,
50,Manche,TOLLEMER,Jean-Pierre,50579,Sottevast,,
50,Manche,THOMINET,Odile,50585,Surtainville,,
50,Manche,KÜNKEL,Véronique,50591,Le Teilleul,,
50,Manche,BARBÉ,Stéphane,50599,Tollevast,,
50,Manche,GRANDIN,Michaël,50601,Torigny-les-Villes,LDVC,0.0
50,Manche,COQUELIN,Jacques,50615,Valognes,LDVD,0.0
50,Manche,RIVIÈRE-DAILLENCOURT,Marie-Claire,50616,Le Val-Saint-Père,,
50,Manche,LEMAÎTRE,Philippe,50639,Villedieu-les-Poêles-Rouffigny,LDVC,0.0
50,Manche,SORRE,Stéphane,50647,Yquelon,,
50,Manche,CROIZER,Alain,50648,Yvetot-Bocage,,
51,Marne,FONTANESI,Catherine,51002,Saint-Martin-d'Ablois,,
51,Marne,MAHUET,Christophe,51025,Auménancourt,,
51,Marne,MAUSSIRE,Philippe,51028,Avenay-Val-d'Or,,
51,Marne,DULION,Gilles,51029,Avize,,
51,Marne,BONHOMME,Romain,51046,Beine-Nauroy,,
51,Marne,WANSCHOOR,Alain,51055,Bétheny,LDIV,0.0
51,Marne,POTAR,Dominique,51058,Bezannes,,
51,Marne,THIEBEAUX,Christian,51074,Boult-sur-Suippe,,
51,Marne,HABARE,Nicolas,51075,Bourgogne-Fresne,,
51,Marne,BEDEK,Patrick,51105,Cernay-lès-Reims,,
51,Marne,APPARU,Benoist,51108,Châlons-en-Champagne,LDVD,0.0
51,Marne,GEORGIN,Pierre,51118,Champigny,,
51,Marne,LEFORT,Pascal,51160,Compertrix,,
51,Marne,JACOB,Michel,51165,Connantre,,
51,Marne,MARX,Jean,51172,Cormontreuil,LDIV,0.0
51,Marne,JOLLY,Martine,51183,Courcy,,
51,Marne,ADNET,Milène,51193,Courtisols,,
51,Marne,CHIQUET,Antoine,51210,Dizy,,
51,Marne,COURTEAUX,Michel,51217,Dormans,,
51,Marne,VALENTIN,Patrice,51237,Esternay,,
51,Marne,FENAT,Denis,51242,Fagnières,LVEC,1.0
51,Marne,GORISSE,Gérard,51248,Fère-Champenoise,,
51,Marne,GOSSARD,Charles,51250,Fismes,LDVG,1.0
51,Marne,RONSEAUX,Jean-Pierre,51282,Gueux,,
51,Marne,BEAUJARD,Katia,51291,Hermonville,,
51,Marne,POULAIN,Nadine,51308,Jonchery-sur-Vesle,,
51,Marne,MARCHAND,Pascal,51326,Livry-Louvercy,,
51,Marne,DESANLIS,Romain,51328,Loisy-sur-Marne,,
51,Marne,ROUSSEAUX,Claudine,51329,Loivre,,
51,Marne,DE CHILLOU DE CHURET,Denis,51344,Mardeuil,,
51,Marne,VEAUX,Olivier,51346,Mareuil-le-Port,,
51,Marne,LAUNOIS,Pascal,51367,Le Mesnil-sur-Oger,,
51,Marne,DHUICQ,Etienne,51380,Montmirail,LDVD,0.0
51,Marne,JALOUX,Pascal,51388,Mourmelon-le-Grand,LDVD,0.0
51,Marne,RENARD,Germain,51391,Muizon,,
51,Marne,CABART,Jean-Claude,51423,Pargny-sur-Saulx,,
51,Marne,PLASSON,Eric,51431,Pierry,,
51,Marne,GIRARD,Damien,51440,Pontfaverger-Moronvilliers,,
51,Marne,LEPAN,Frédéric,51449,Prunay,,
51,Marne,ROBINET,Arnaud,51454,Reims,LDVD,0.0
51,Marne,LANFROY,Sylvain,51472,Saint-Amand-sur-Fion,,
51,Marne,MARTIN,Bruno,51492,Saint-Just-Sauvage,,
51,Marne,BUTIN,Sylvie,51506,Saint-Memmie,LDVD,0.0
51,Marne,COUROT,Bertrand,51507,Sainte-Menehould,LREM,0.0
51,Marne,MAILLET,Hervé,51525,Sarry,,
51,Marne,YACOUBI,Saïd,51531,Sermaize-les-Bains,,
51,Marne,HEWAK,Sacha,51535,Sézanne,LDVC,0.0
51,Marne,DUBOIS,Thomas,51536,Sillery,,
51,Marne,COLLART,François,51559,Suippes,LDVD,0.0
51,Marne,BARRIER,Patrice,51562,Taissy,,
51,Marne,FORTUNÉ,Jean-Pierre,51573,Tinqueux,LDVD,0.0
51,Marne,GODRON,Jean-Michel,51576,Tours-sur-Marne,,
51,Marne,PERROT,Pascal,51612,Blancs-Coteaux,,
51,Marne,DUTERNE,Cyrille,51613,Verzenay,,
51,Marne,BOUQUET,Jean-Pierre,51649,Vitry-le-François,LDVG,1.0
51,Marne,MOUSEL,Patrice,51660,Warmeriville,,
